Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,32.2,1285,1707,75.3,20760,5599,639,788,81.1,445,574,77.5,126,202,62.4,3,0.6,1.1,+2.4,12,117,10,1,136,138,37.8,68,65,5,45,119,74,67,10,57,51,189,103,2,Matches,1707,1686,11,7,7,11,9,4,0,0,0,0,1285,10,29,10,4,2,60,26,1,9,51,89,1,0,0,296,116,74,61.1,England
Wilfried Bony,ci CIV,FW,Swansea City,28,1988,7.9,131,209,62.7,1637,308,92,124,74.2,31,53,58.5,3,4,75.0,0,0.2,0.2,-0.2,4,13,2,0,11,5,20.0,2,2,1,1,5,4,4,1,3,2,7,15,0,Matches,209,196,12,1,0,0,0,0,0,0,0,0,131,1,12,2,0,0,7,11,2,0,2,4,0,0,0,15,43,58,42.6,England
Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,24,1992,28.3,497,716,69.4,6815,2094,291,365,79.7,149,208,71.6,24,52,46.2,3,4.7,4.4,-1.7,52,41,49,7,96,30,17.4,9,13,8,4,23,19,24,0,24,7,37,4,0,Matches,716,695,18,1,6,3,76,14,0,0,0,0,497,3,39,5,0,0,45,76,19,76,7,23,4,0,0,124,4,15,21.1,England
Will Hughes,eng ENG,MF,Watford,22,1995,11.0,322,416,77.4,4055,1197,208,241,86.3,78,103,75.7,8,21,38.1,3,1.5,1.8,+1.5,17,35,14,1,60,34,47.4,7,18,9,9,19,10,16,1,15,15,49,6,0,Matches,416,399,14,3,4,0,10,0,6,6,0,0,322,3,12,0,0,0,19,21,1,10,15,18,0,0,0,58,3,14,17.6,England
Willian,br BRA,"MF,FW",Chelsea,28,1988,21.0,768,1038,74.0,12180,2766,393,471,83.4,258,336,76.8,68,125,54.4,7,5.3,4.3,+1.7,61,54,44,4,131,22,0.0,7,12,3,0,16,16,13,1,12,10,32,10,0,Matches,1038,946,84,27,5,18,99,7,49,17,20,0,768,8,30,1,0,0,10,36,5,99,10,17,1,0,0,101,10,15,40.0,England
Willy Caballero,ar ARG,GK,Chelsea,35,1981,3.0,73,100,73.0,1939,1484,17,18,94.4,32,33,97.0,23,46,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches,100,79,21,6,0,0,0,0,0,0,0,0,73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,100.0,England
Winston Reid,nz NZL,DF,West Ham,29,1988,16.1,539,664,81.2,11983,3790,121,145,83.4,323,347,93.1,92,161,57.1,0,0.3,0.7,-0.3,4,28,2,0,39,11,26.7,7,4,0,4,15,11,27,14,13,22,33,104,0,Matches,664,646,14,14,0,10,1,0,0,0,0,0,539,4,2,5,0,0,14,15,0,1,22,9,0,0,0,80,43,24,64.2,England
Xherdan Shaqiri,ch SUI,"MF,FW",Stoke City,25,1991,33.8,923,1293,71.4,16836,5750,418,472,88.6,314,418,75.1,152,307,49.5,7,7.1,7.4,-0.1,75,94,59,12,161,25,25.6,9,11,5,10,39,29,9,1,8,16,41,6,2,Matches,1293,1043,242,82,15,11,201,29,88,48,32,4,923,8,33,5,0,0,28,50,15,201,16,17,0,0,0,153,5,20,20.0,England
Yannick Bolasie,cd COD,FW,Everton,28,1989,9.5,143,269,53.2,2088,555,84,119,70.6,42,85,49.4,9,34,26.5,0,0.7,0.4,-0.7,4,8,8,5,20,8,28.6,4,1,3,2,7,5,5,0,5,4,12,8,0,Matches,269,258,9,0,0,1,53,4,1,1,0,0,143,2,19,0,0,0,12,11,4,53,4,7,0,0,0,55,11,9,55.0,England
Yaya Touré,ci CIV,MF,Manchester City,34,1983,2.6,390,417,93.5,5702,1707,240,252,95.2,116,123,94.3,23,29,79.3,2,0.9,1.2,+1.1,7,43,7,0,50,2,100.0,1,0,1,1,1,0,3,1,2,5,7,4,0,Matches,417,411,5,5,3,3,0,0,0,0,0,0,390,1,1,1,0,0,5,0,0,0,5,2,0,0,0,9,5,4,55.6,England
Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,1.0,24,38,63.2,478,89,7,10,70.0,12,16,75.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,1,7,66.7,6,1,0,4,6,2,1,1,0,1,8,4,0,Matches,38,28,10,2,0,0,3,8,0,0,0,0,24,0,1,0,0,0,1,1,1,3,1,3,0,0,0,5,2,2,50.0,England
Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,1118,1438,77.7,18909,7090,539,603,89.4,416,493,84.4,117,266,44.0,1,4.1,3.8,-3.1,42,124,18,0,138,70,24.7,39,28,3,24,97,73,47,4,43,79,149,29,4,Matches,1438,1254,180,62,6,9,136,5,104,45,21,35,1118,4,19,7,0,0,35,23,1,136,79,44,0,0,0,183,6,14,30.0,England
Younès Kaboul,fr FRA,DF,Watford,31,1986,1.7,52,76,68.4,1247,528,14,19,73.7,25,31,80.6,13,24,54.2,0,0.0,0.0,0.0,0,9,0,0,7,3,,0,3,0,0,0,0,4,2,2,2,5,15,0,Matches,76,76,0,0,0,1,0,0,0,0,0,0,52,0,2,0,0,0,1,0,0,0,2,2,0,0,0,7,8,3,72.7,England
Zlatan Ibrahimović,se SWE,"MF,FW",Manchester Utd,35,1981,1.2,59,78,75.6,829,217,37,48,77.1,14,20,70.0,4,6,66.7,0,0.1,0.3,-0.1,2,5,3,0,9,2,0.0,1,0,1,0,1,1,0,0,0,0,2,1,0,Matches,78,77,1,0,0,0,2,0,1,0,0,0,59,0,0,0,0,0,1,1,2,2,0,1,0,0,0,8,5,2,71.4,England
Àngel Rangel,es ESP,DF,Swansea City,34,1982,1.7,99,118,83.9,1605,517,51,57,89.5,39,46,84.8,6,10,60.0,0,0.1,0.1,-0.1,1,7,1,1,11,4,33.3,2,2,0,1,3,2,0,0,0,3,7,4,0,Matches,118,99,18,2,0,0,6,16,0,0,0,0,99,1,1,0,0,0,1,0,0,6,3,3,0,0,0,12,1,5,16.7,England
Álvaro Morata,es ESP,FW,Chelsea,24,1992,22.9,423,600,70.5,5650,924,236,300,78.7,95,146,65.1,32,46,69.6,6,3.1,2.4,+2.9,35,30,9,0,46,13,4.8,0,7,6,1,21,20,17,4,13,6,19,20,0,Matches,600,555,40,1,3,6,19,0,0,0,0,0,423,5,21,7,0,0,41,44,29,19,6,8,0,0,0,58,54,58,48.2,England
Érik Lamela,ar ARG,"FW,MF",Tottenham,25,1992,9.4,379,477,79.5,5766,1209,205,234,87.6,137,165,83.0,25,43,58.1,2,2.0,1.6,0.0,16,32,17,0,46,23,15.0,9,7,7,3,20,17,11,1,10,7,30,5,0,Matches,477,443,30,7,5,1,25,2,18,10,6,0,379,4,12,4,0,0,24,16,3,25,7,13,1,0,0,49,6,13,31.6,England
Étienne Capoue,fr FRA,MF,Watford,29,1988,17.1,723,883,81.9,12866,3380,342,390,87.7,271,320,84.7,91,135,67.4,0,0.6,1.2,-0.6,8,75,9,1,74,43,40.4,15,25,3,19,47,28,21,1,20,43,86,38,0,Matches,883,849,31,14,5,28,4,1,2,0,0,0,723,3,11,3,0,0,21,16,1,4,43,26,0,0,0,119,42,23,64.6,England
İlkay Gündoğan,de GER,MF,Manchester City,26,1990,16.9,1291,1414,91.3,18213,4535,754,803,93.9,402,428,93.9,61,82,74.4,1,1.7,2.1,-0.7,20,122,29,0,154,27,24.3,8,14,5,9,37,28,14,1,13,16,43,12,0,Matches,1414,1381,32,17,6,3,8,3,10,0,2,0,1291,1,16,3,0,0,14,19,0,8,16,15,0,0,0,124,3,12,20.0,England
Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38.0,752,1276,58.9,28523,23783,70,70,100.0,257,262,98.1,423,936,45.2,0,0.0,0.1,0.0,1,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,10,2,Matches,1276,804,468,110,0,2,0,0,0,0,0,0,752,4,2,0,0,0,1,3,0,0,0,0,0,0,0,38,14,3,82.4,England
