Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Cristian Ansaldi,ar ARG,DF,Torino,30,1986,20.8,712,1003,71.0,13243,4625,337,371,90.8,249,351,70.9,107,221,48.4,3,3.6,2.8,-0.6,19,53,26,14,87,49,37.8,25,20,4,14,37,23,23,5,18,20,69,61,0,Matches,1003,797,202,22,0,36,78,176,4,0,3,0,712,4,30,7,1,1,26,36,0,78,20,33,1,1,0,121,5,13,27.8,Italy
Cristian Dell'Orco,it ITA,DF,Sassuolo,23,1994,4.7,115,175,65.7,2200,943,47,57,82.5,51,67,76.1,16,44,36.4,0,0.1,0.1,-0.1,2,11,2,0,12,4,33.3,1,2,1,1,3,2,5,1,4,10,14,19,0,Matches,175,147,27,7,0,0,0,20,0,0,0,0,115,1,5,0,0,0,4,5,0,0,10,1,0,0,0,27,7,6,53.8,Italy
Cristian Molinaro,it ITA,DF,Torino,34,1983,17.4,809,1025,78.9,13029,5522,417,457,91.2,304,372,81.7,65,140,46.4,1,0.5,0.7,+0.5,10,73,11,3,94,37,61.1,19,14,4,11,18,7,15,4,11,22,59,70,1,Matches,1025,829,194,22,0,6,33,172,0,0,0,0,809,2,25,2,0,0,25,19,2,33,22,29,0,2,0,129,23,7,76.7,Italy
Cristiano Biraghi,it ITA,DF,Fiorentina,24,1992,33.1,1268,1790,70.8,22496,7919,573,656,87.3,519,686,75.7,144,355,40.6,4,4.5,4.4,-0.5,58,68,41,25,81,74,62.1,33,32,9,36,58,22,42,5,37,43,117,103,2,Matches,1790,1336,446,73,2,5,245,280,93,31,56,0,1268,8,52,7,0,0,39,33,0,245,43,48,1,0,0,166,32,31,50.8,Italy
Cristiano Lombardi,it ITA,"MF,DF",Benevento,21,1995,12.4,258,364,70.9,4057,1003,137,164,83.5,77,104,74.0,26,45,57.8,2,1.7,1.1,+0.3,16,11,11,9,15,25,22.2,16,7,2,6,27,21,12,2,10,13,38,22,0,Matches,364,320,43,4,0,4,37,39,0,0,0,0,258,1,30,3,0,0,14,18,6,37,13,19,1,0,0,46,10,18,35.7,Italy
Cristián Zapata,co COL,DF,Milan,30,1986,11.0,629,706,89.1,12059,4621,232,248,93.5,318,341,93.3,75,105,71.4,0,0.5,0.3,-0.5,4,48,3,0,64,25,93.8,21,4,0,15,16,1,12,6,6,15,40,50,1,Matches,706,661,43,18,0,2,4,25,0,0,0,0,629,2,4,2,0,0,14,5,0,4,15,20,0,0,0,59,32,12,72.7,Italy
Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34,1983,12.4,394,506,77.9,5027,919,252,295,85.4,100,135,74.1,11,24,45.8,2,2.3,1.2,-0.3,22,31,11,2,45,11,36.8,3,6,2,7,19,12,13,0,13,8,19,9,0,Matches,506,496,7,2,5,1,16,3,2,1,1,0,394,3,6,2,0,0,11,20,9,16,8,6,0,0,0,62,43,41,51.2,Italy
Cyril Théréau,fr FRA,"FW,MF",Udinese,34,1983,2.0,58,74,78.4,730,90,38,46,82.6,14,19,73.7,3,4,75.0,0,0.0,0.1,0.0,1,4,1,0,7,1,50.0,1,0,0,1,2,1,0,0,0,0,1,2,0,Matches,74,72,2,0,0,1,3,1,0,0,0,0,58,0,3,0,0,0,2,1,2,3,0,1,0,0,0,3,3,4,42.9,Italy
Dalbert Henrique,br BRA,DF,Inter,23,1993,5.9,286,365,78.4,4314,1334,156,171,91.2,97,125,77.6,18,38,47.4,0,0.2,0.3,-0.2,3,28,3,2,29,15,53.8,11,3,1,7,13,6,7,4,3,13,28,19,0,Matches,365,301,63,2,0,3,19,61,0,0,0,0,286,1,9,0,0,0,6,5,0,19,13,10,0,0,0,23,13,10,56.5,Italy
Damir Ceter,co COL,FW,Cagliari,19,1997,2.2,37,60,61.7,549,143,21,29,72.4,12,23,52.2,3,5,60.0,0,0.3,0.2,-0.3,4,4,1,0,6,2,,0,2,0,0,0,0,3,0,3,0,2,1,0,Matches,60,58,2,0,0,0,2,1,0,0,0,0,37,0,0,0,0,0,2,4,1,2,0,1,0,0,0,8,15,18,45.5,Italy
Daniel Bessa,it ITA,MF,Genoa,24,1993,4.9,161,201,80.1,2385,655,94,109,86.2,52,62,83.9,11,19,57.9,0,0.6,0.7,-0.6,6,15,4,0,18,6,0.0,2,2,2,0,1,1,7,0,7,3,9,6,0,Matches,201,186,15,2,1,0,9,4,8,1,7,0,161,0,4,0,0,0,11,3,0,9,3,6,0,0,0,35,3,5,37.5,Italy
Daniel Bessa,it ITA,"MF,FW",Hellas Verona,24,1993,15.4,549,685,80.1,9516,2343,244,283,86.2,228,273,83.5,60,86,69.8,1,1.8,0.8,-0.8,23,54,10,3,68,26,27.6,9,15,2,8,29,21,12,2,10,14,40,8,1,Matches,685,649,32,8,0,8,21,5,6,3,0,0,549,4,16,5,0,0,28,13,5,21,14,19,1,0,0,90,0,21,0.0,Italy
Daniel Pavlović,ba BIH,DF,Crotone,29,1988,8.4,222,357,62.2,4138,2206,99,121,81.8,87,131,66.4,32,83,38.6,0,1.0,1.2,-1.0,10,18,5,1,26,10,50.0,9,0,1,5,10,5,4,3,1,5,15,22,0,Matches,357,263,88,22,0,0,39,53,13,7,6,0,222,6,10,0,0,0,7,1,0,39,5,5,0,1,0,25,7,7,50.0,Italy
Daniel Pavlović,ba BIH,DF,Sampdoria,29,1988,1.0,52,67,77.6,945,307,15,19,78.9,30,35,85.7,5,9,55.6,0,0.0,0.0,0.0,1,4,2,1,5,3,100.0,1,1,1,1,1,0,0,0,0,0,3,5,0,Matches,67,57,9,2,0,1,3,7,0,0,0,0,52,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,100.0,Italy
Daniele Baselli,it ITA,MF,Torino,25,1992,28.0,1080,1332,81.1,18167,4920,526,607,86.7,414,488,84.8,103,148,69.6,0,1.5,2.0,-1.5,24,106,25,5,138,63,35.7,23,36,4,20,56,36,29,5,24,57,120,40,1,Matches,1332,1290,36,16,3,11,27,4,10,5,5,0,1080,6,35,13,2,1,53,52,3,27,57,33,0,0,0,199,33,29,53.2,Italy
Daniele De Rossi,it ITA,MF,Roma,34,1983,20.3,1094,1300,84.2,21657,7453,381,425,89.6,499,571,87.4,178,253,70.4,1,1.9,1.7,-0.9,17,151,11,2,156,23,27.3,12,9,2,9,33,24,18,13,5,43,66,45,2,Matches,1300,1217,75,73,2,38,3,2,0,0,0,0,1094,8,5,6,1,0,26,23,0,3,43,13,0,1,0,133,28,21,57.1,Italy
Daniele Dessena,it ITA,"MF,DF",Cagliari,30,1987,6.4,170,245,69.4,2799,1072,92,115,80.0,56,81,69.1,17,35,48.6,0,0.1,0.3,-0.1,2,11,3,3,16,18,50.0,12,5,1,6,12,6,7,1,6,6,24,17,0,Matches,245,224,21,4,0,0,8,16,0,0,0,0,170,0,4,1,0,0,9,16,0,8,6,10,0,0,0,37,5,10,33.3,Italy
Daniele Rugani,it ITA,DF,Juventus,23,1994,21.5,1371,1512,90.7,25803,8500,442,462,95.7,799,856,93.3,110,165,66.7,1,0.6,0.5,+0.4,3,39,0,0,39,18,53.8,11,5,2,7,13,6,18,14,4,20,38,87,1,Matches,1512,1485,25,24,0,11,2,1,0,0,0,0,1371,2,5,3,0,0,25,14,1,2,20,12,0,2,0,93,40,29,58.0,Italy
Daniele Verde,it ITA,"FW,MF",Hellas Verona,21,1996,21.7,467,705,66.2,7855,3166,238,300,79.3,159,234,67.9,50,122,41.0,2,2.0,1.5,0.0,22,45,32,17,68,10,30.0,8,1,1,6,20,14,8,0,8,30,40,19,0,Matches,705,597,103,18,1,8,106,48,30,2,17,0,467,5,21,0,0,0,2,12,7,106,30,9,0,0,0,97,0,5,0.0,Italy
Danilo Cataldi,it ITA,MF,Benevento,22,1994,25.4,1124,1369,82.1,19121,5343,537,600,89.5,412,475,86.7,128,209,61.2,4,2.3,2.1,+1.7,37,98,18,6,135,33,17.9,12,19,2,5,28,23,18,5,13,37,70,20,1,Matches,1369,1272,92,46,5,19,62,12,33,11,14,0,1124,5,19,11,1,1,35,28,0,62,37,25,0,0,0,180,2,10,16.7,Italy
Danilo D'Ambrosio,it ITA,DF,Inter,28,1988,33.1,1719,2119,81.1,25752,10194,958,1049,91.3,610,750,81.3,93,196,47.4,3,1.4,1.9,+1.6,20,134,21,8,179,82,50.8,38,35,9,30,59,29,31,7,24,45,127,68,1,Matches,2119,1801,309,40,3,7,59,268,1,1,0,0,1719,9,50,6,0,0,58,39,5,59,45,64,1,0,0,195,64,42,60.4,Italy
Danilo Larangeira,br BRA,DF,Udinese,33,1984,30.8,1111,1413,78.6,24014,10176,300,344,87.2,622,710,87.6,182,334,54.5,0,0.2,0.6,-0.2,3,58,3,0,62,35,55.2,26,8,1,16,29,13,50,38,12,50,85,161,2,Matches,1413,1324,84,73,0,16,2,11,0,0,0,0,1111,5,8,8,0,0,22,13,2,2,50,21,0,0,1,147,71,60,54.2,Italy
Dario Dainelli,it ITA,DF,Chievo,38,1979,16.7,465,600,77.5,10013,4799,142,166,85.5,226,255,88.6,90,165,54.5,0,0.1,0.2,-0.1,3,38,2,0,48,19,47.6,14,4,1,10,21,11,27,22,5,46,65,126,0,Matches,600,558,38,38,0,11,1,0,0,0,0,0,465,4,2,4,0,0,18,11,0,1,46,14,0,0,0,90,49,17,74.2,Italy
Darko Lazović,rs SRB,"DF,MF",Genoa,26,1990,13.8,475,678,70.1,7901,2547,242,297,81.5,185,250,74.0,39,98,39.8,1,1.9,1.8,-0.9,14,34,22,13,47,19,50.0,16,2,1,9,18,9,8,0,8,13,32,12,0,Matches,678,575,99,5,0,4,83,88,6,1,3,1,475,4,27,2,0,0,8,9,0,83,13,12,0,1,0,71,5,10,33.3,Italy
Davide Astori,it ITA,DF,Fiorentina,30,1987,25.0,1319,1534,86.0,25296,9045,470,500,94.0,682,751,90.8,146,239,61.1,1,0.3,0.9,+0.7,9,92,9,2,97,47,62.1,33,13,1,18,29,11,29,17,12,51,98,131,2,Matches,1534,1465,64,60,0,15,18,4,0,0,0,0,1319,5,9,5,0,0,22,22,1,18,51,31,0,1,0,188,50,24,67.6,Italy
Davide Biondini,it ITA,MF,Sassuolo,34,1983,2.3,93,112,83.0,1696,439,39,42,92.9,47,53,88.7,7,15,46.7,0,0.1,0.1,-0.1,3,8,2,1,13,4,50.0,2,2,0,1,2,1,1,0,1,3,7,1,0,Matches,112,107,5,2,0,3,4,3,0,0,0,0,93,0,2,1,0,0,6,2,0,4,3,4,0,0,0,11,1,4,20.0,Italy
Davide Biraschi,it ITA,DF,Genoa,23,1994,20.0,753,990,76.1,13911,5330,297,340,87.4,377,452,83.4,72,164,43.9,1,0.8,0.7,+0.2,10,79,8,8,84,33,72.0,13,19,1,18,25,7,19,10,9,38,71,78,0,Matches,990,895,90,25,1,2,34,65,0,0,0,0,753,5,24,2,0,0,26,21,0,34,38,25,0,0,0,111,26,22,54.2,Italy
Davide Calabria,it ITA,DF,Milan,20,1996,17.4,910,1165,78.1,16092,6048,399,440,90.7,417,504,82.7,86,175,49.1,2,2.3,1.6,-0.3,17,78,19,10,100,64,51.2,33,24,7,21,41,20,19,4,15,33,97,82,1,Matches,1165,943,221,26,0,6,81,195,0,0,0,0,910,1,35,2,1,1,26,13,2,81,33,50,0,0,0,102,17,14,54.8,Italy
Davide Di Gennaro,it ITA,MF,Lazio,29,1988,0.1,3,3,100.0,45,0,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,1,0,0,1,1,0,0,0,0,0,1,0,0,Matches,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Davide Faraoni,it ITA,"DF,MF",Crotone,25,1991,19.5,638,932,68.5,11946,5240,255,293,87.0,281,366,76.8,86,207,41.5,4,0.8,0.9,+3.2,10,54,13,4,74,62,59.6,36,20,6,28,47,19,30,8,22,58,120,76,0,Matches,932,721,203,40,0,9,54,160,3,3,0,0,638,8,33,3,0,0,18,26,0,54,58,39,0,1,0,160,18,22,45.0,Italy
Davide Santon,it ITA,DF,Inter,26,1991,9.3,439,549,80.0,7514,2030,221,239,92.5,164,212,77.4,47,75,62.7,0,0.1,0.2,-0.1,2,26,2,1,32,19,52.9,13,6,0,9,17,8,10,3,7,20,39,32,2,Matches,549,477,69,5,1,5,16,64,0,0,0,0,439,3,12,2,0,0,11,8,0,16,20,14,0,1,0,59,26,11,70.3,Italy
Davide Zappacosta,it ITA,"DF,FW",Torino,25,1992,1.1,41,55,74.5,696,135,22,24,91.7,14,17,82.4,4,11,36.4,0,0.0,0.0,0.0,1,2,1,1,2,1,,1,0,0,0,0,0,0,0,0,2,3,1,0,Matches,55,36,19,1,0,0,9,15,3,3,0,0,41,0,2,0,0,0,0,0,2,9,2,0,0,0,0,5,1,3,25.0,Italy
Dawid Kownacki,pl POL,FW,Sampdoria,20,1997,9.1,187,262,71.4,2440,355,120,144,83.3,53,76,69.7,7,15,46.7,2,1.0,0.8,+1.0,8,8,6,1,14,8,27.3,1,4,3,3,11,8,7,0,7,1,9,5,0,Matches,262,245,17,1,0,0,16,2,0,0,0,0,187,0,12,0,0,0,15,16,1,16,1,7,1,0,0,24,28,27,50.9,Italy
Deian Boldor,ro ROU,DF,Hellas Verona,22,1995,1.0,29,36,80.6,625,265,10,11,90.9,14,14,100.0,5,11,45.5,0,0.1,0.0,-0.1,1,3,0,0,4,3,66.7,3,0,0,2,3,1,5,2,3,3,6,11,0,Matches,36,36,0,0,0,2,0,0,0,0,0,0,29,0,0,1,0,0,1,0,0,0,3,2,0,0,0,3,3,2,60.0,Italy
Dennis Praet,be BEL,MF,Sampdoria,23,1994,29.5,1228,1511,81.3,19759,5706,612,707,86.6,492,577,85.3,86,140,61.4,3,3.3,3.1,-0.3,33,144,43,8,174,85,52.1,34,36,15,38,73,35,49,1,48,37,122,22,0,Matches,1511,1470,37,8,5,4,70,26,3,1,1,0,1228,4,45,4,0,0,26,28,0,70,37,57,0,0,0,200,21,46,31.3,Italy
Diego Falcinelli,it ITA,FW,Fiorentina,26,1991,4.9,84,116,72.4,911,155,60,79,75.9,16,23,69.6,2,4,50.0,0,0.5,0.6,-0.5,5,3,4,0,9,1,0.0,1,0,0,0,5,5,5,1,4,1,2,4,0,Matches,116,113,3,0,0,0,6,1,0,0,0,0,84,0,2,0,0,0,13,17,1,6,1,1,0,0,0,11,13,26,33.3,Italy
Diego Falcinelli,it ITA,FW,Sassuolo,26,1991,14.6,157,237,66.2,2408,392,92,128,71.9,55,80,68.8,8,12,66.7,1,0.4,0.3,+0.6,8,11,5,1,24,4,7.7,1,2,1,1,13,12,12,2,10,2,6,9,0,Matches,237,205,30,4,0,2,9,1,0,0,0,0,157,2,12,2,0,0,27,53,10,9,2,4,0,0,0,29,39,41,48.8,Italy
Diego Farias,br BRA,"FW,MF",Cagliari,27,1990,17.9,442,564,78.4,6328,1330,256,302,84.8,143,177,80.8,22,41,53.7,4,1.7,1.8,+2.3,20,19,18,3,42,21,25.0,3,9,9,6,24,18,17,0,17,8,29,6,0,Matches,564,521,39,3,3,1,35,21,12,8,0,0,442,4,20,4,0,0,28,24,15,35,8,15,0,0,0,75,8,15,34.8,Italy
Diego Laxalt,uy URU,DF,Genoa,24,1993,31.2,929,1326,70.1,14681,6035,517,595,86.9,326,468,69.7,68,172,39.5,3,2.2,2.0,+0.8,24,60,33,23,91,54,37.3,31,17,6,22,59,37,38,3,35,25,79,55,1,Matches,1326,1094,229,3,0,2,114,226,0,0,0,0,929,3,75,2,0,0,42,36,0,114,25,43,0,0,0,170,18,24,42.9,Italy
Diego Perotti,ar ARG,"FW,MF",Roma,29,1988,17.9,709,918,77.2,10214,2296,384,434,88.5,239,310,77.1,34,76,44.7,3,3.6,3.9,-0.6,39,62,35,14,97,25,40.0,6,14,5,8,20,12,19,0,19,11,36,13,0,Matches,918,845,70,8,4,2,123,14,48,25,4,0,709,3,34,0,0,0,11,32,4,123,11,17,1,0,0,87,9,17,34.6,Italy
Domenico Berardi,it ITA,FW,Sassuolo,22,1994,25.5,642,986,65.1,11339,3272,269,352,76.4,286,408,70.1,63,151,41.7,2,3.7,4.0,-1.7,52,49,31,7,113,31,16.9,9,16,6,11,65,54,23,0,23,17,48,14,1,Matches,986,890,94,20,16,8,120,9,64,38,17,0,642,2,50,8,1,0,42,48,21,120,17,17,0,0,0,116,16,34,32.0,Italy
Domenico Maietta,it ITA,DF,Bologna,34,1982,5.2,212,254,83.5,4554,1871,50,56,89.3,137,145,94.5,24,49,49.0,0,0.0,0.0,0.0,0,21,0,0,22,5,33.3,4,1,0,3,9,6,8,6,2,7,12,13,1,Matches,254,235,17,17,0,2,1,0,0,0,0,0,212,2,1,1,0,0,3,3,0,1,7,4,0,0,0,25,4,2,66.7,Italy
Douglas Costa,br BRA,"FW,MF",Juventus,26,1990,19.9,828,1047,79.1,14220,2912,388,437,88.8,285,353,80.7,107,156,68.6,12,7.6,6.2,+4.4,60,56,48,18,84,17,32.0,10,5,2,8,25,17,15,0,15,7,24,7,0,Matches,1047,1012,34,3,2,24,99,12,19,4,8,2,828,1,32,1,0,0,21,19,2,99,7,14,1,0,0,92,6,19,24.0,Italy
Dries Mertens,be BEL,FW,Napoli,30,1987,33.4,744,1015,73.3,9449,2057,486,601,80.9,155,222,69.8,38,57,66.7,7,7.2,5.7,-0.2,58,48,49,2,105,28,13.9,5,13,10,5,36,31,18,2,16,5,33,8,1,Matches,1015,978,29,3,22,2,30,3,0,0,0,0,744,8,29,4,0,0,38,42,13,30,5,22,2,0,0,67,3,24,11.1,Italy
Duje Čop,hr CRO,"FW,MF",Cagliari,27,1990,1.1,11,21,52.4,166,63,7,13,53.8,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,4,1,0.0,0,0,1,0,1,1,1,0,1,0,1,0,0,Matches,21,20,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,3,0,0,0,1,1,0,0,2,1,3,25.0,Italy
Duván Zapata,co COL,FW,Sampdoria,26,1991,23.4,391,586,66.7,5291,799,224,300,74.7,119,178,66.9,17,40,42.5,3,3.6,2.7,-0.6,28,19,17,5,36,12,16.7,1,7,4,1,6,5,13,0,13,5,17,22,1,Matches,586,559,23,1,1,3,42,10,0,0,0,0,391,4,30,1,0,0,27,51,3,42,5,7,2,0,0,61,68,83,45.0,Italy
Dušan Basta,rs SRB,DF,Lazio,32,1984,8.6,298,395,75.4,4654,1618,176,197,89.3,90,123,73.2,23,51,45.1,1,0.2,0.6,+0.8,6,15,12,8,23,9,42.9,4,3,2,6,14,8,10,3,7,13,22,15,0,Matches,395,329,66,6,0,5,29,60,0,0,0,0,298,0,15,0,0,0,5,4,3,29,13,7,0,0,0,49,3,9,25.0,Italy
Eddie Salcedo,it ITA,FW,Genoa,15,2001,0.4,6,7,85.7,94,10,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Italy
Edin Džeko,ba BIH,FW,Roma,31,1986,33.5,546,796,68.6,9295,1863,259,350,74.0,157,229,68.6,83,106,78.3,3,3.9,2.7,-0.9,48,63,19,1,95,15,20.0,1,9,5,3,15,12,9,1,8,4,19,36,0,Matches,796,730,57,4,9,16,19,0,1,0,0,0,546,9,35,6,0,0,37,28,19,19,4,10,1,0,0,80,109,64,63.0,Italy
Edoardo Goldaniga,it ITA,DF,Sassuolo,23,1993,12.8,267,376,71.0,6075,2014,62,77,80.5,152,187,81.3,52,100,52.0,0,0.2,0.4,-0.2,1,14,1,0,18,14,55.6,10,4,0,5,9,4,10,5,5,19,33,56,0,Matches,376,336,37,12,0,8,1,25,0,0,0,0,267,3,6,7,2,2,13,11,1,1,19,8,0,0,0,41,19,18,51.4,Italy
Elio Capradossi,ug UGA,DF,Roma,21,1996,0.9,41,47,87.2,741,222,18,20,90.0,18,19,94.7,4,6,66.7,0,0.0,0.0,0.0,0,3,0,0,3,1,,1,0,0,0,0,0,2,2,0,2,3,13,0,Matches,47,43,4,2,0,1,0,2,0,0,0,0,41,0,1,0,0,0,1,0,0,0,2,0,0,0,0,7,4,3,57.1,Italy
Elseid Hysaj,al ALB,DF,Napoli,23,1994,34.7,2341,2705,86.5,32073,9074,1497,1615,92.7,650,762,85.3,101,154,65.6,1,1.7,1.9,-0.7,20,124,23,7,144,64,57.1,28,30,6,32,56,24,35,4,31,43,107,68,4,Matches,2705,2299,401,52,0,14,52,349,0,0,0,0,2341,5,52,3,1,0,29,17,2,52,43,45,0,2,0,263,37,40,48.1,Italy
Emanuele Giaccherini,it ITA,"MF,FW",Chievo,32,1985,10.0,311,430,72.3,5126,1296,153,176,86.9,111,146,76.0,31,63,49.2,2,0.9,0.8,+1.1,15,27,3,0,52,7,20.0,4,2,1,5,25,20,9,3,6,5,12,6,0,Matches,430,398,31,17,0,6,37,0,12,9,2,0,311,1,19,4,0,0,8,16,2,37,5,4,0,0,0,81,4,12,25.0,Italy
Emanuele Giaccherini,it ITA,"FW,MF",Napoli,32,1985,0.7,46,54,85.2,519,77,30,31,96.8,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,2,2,3,1,4,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,Matches,54,54,0,0,0,0,2,0,0,0,0,0,46,0,1,2,0,0,1,2,0,2,0,1,1,0,0,7,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,,,,,,,,,,,,,,,,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,,,,,,,,,,,,,Italy
Emanuele Torrasi,it ITA,MF,Milan,18,1999,0.1,11,11,100.0,115,24,9,9,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Emerson Palmieri,it ITA,DF,Roma,22,1994,0.2,16,17,94.1,220,32,8,8,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,17,16,1,0,0,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Italy
