Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Emil Hallfreðsson,is ISL,MF,Udinese,33,1984,8.5,390,455,85.7,6732,1640,186,205,90.7,153,177,86.4,41,54,75.9,0,0.5,0.5,-0.5,13,34,6,3,45,19,29.2,9,7,3,7,24,17,13,2,11,20,39,16,0,Matches,455,443,12,11,0,2,19,1,0,0,0,0,390,0,5,5,0,0,20,12,0,19,20,14,0,0,1,80,12,6,66.7,Italy
Emil Krafth,se SWE,DF,Bologna,22,1994,10.5,414,521,79.5,6886,2762,187,211,88.6,199,243,81.9,22,42,52.4,0,0.1,0.1,-0.1,3,31,3,2,45,23,52.6,14,8,1,10,19,9,12,4,8,16,39,39,1,Matches,521,430,89,5,0,0,11,84,0,0,0,0,414,2,11,2,0,0,7,11,0,11,16,16,0,1,0,53,13,17,43.3,Italy
Emiliano Moretti,it ITA,DF,Torino,36,1981,19.8,904,1068,84.6,17351,6350,331,365,90.7,467,511,91.4,97,162,59.9,0,0.5,0.8,-0.5,3,57,2,0,68,31,87.5,25,6,0,14,16,2,30,23,7,21,52,77,2,Matches,1068,1018,44,38,0,9,0,6,0,0,0,0,904,6,11,6,0,0,17,16,0,0,21,18,0,0,0,130,45,27,62.5,Italy
Emiliano Viviano,it ITA,GK,Sampdoria,31,1985,27.0,584,862,67.7,19197,15361,78,80,97.5,240,240,100.0,264,536,49.3,0,0.0,0.1,0.0,0,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,2,10,4,Matches,862,541,317,91,0,2,0,0,0,0,0,0,584,4,0,2,0,0,1,1,0,0,2,0,0,0,1,45,3,1,75.0,Italy
Enrico Bearzotti,it ITA,"DF,FW",Hellas Verona,20,1996,4.6,132,177,74.6,2304,1043,56,63,88.9,63,76,82.9,10,28,35.7,0,0.0,0.0,0.0,1,11,1,1,16,3,25.0,2,0,1,1,4,3,3,1,2,4,7,18,0,Matches,177,146,30,2,0,2,14,28,0,0,0,0,132,1,6,0,0,0,2,2,0,14,4,2,0,1,0,17,2,5,28.6,Italy
Enrico Brignola,it ITA,"MF,FW",Benevento,18,1999,15.0,383,480,79.8,5665,1225,206,235,87.7,137,162,84.6,21,35,60.0,2,1.3,1.0,+0.7,19,19,9,1,42,28,31.6,17,10,1,12,38,26,13,0,13,6,34,7,0,Matches,480,471,8,0,2,1,16,5,2,1,0,0,383,1,23,5,0,0,36,13,7,16,6,21,0,0,0,49,5,14,26.3,Italy
Erick Pulgar,cl CHI,MF,Bologna,23,1994,30.8,1429,1748,81.8,27057,8968,569,642,88.6,637,736,86.5,190,284,66.9,0,3.1,3.2,-3.1,25,155,19,1,169,70,32.0,41,29,0,24,75,51,49,13,36,46,116,83,1,Matches,1748,1655,89,60,6,27,33,6,22,13,5,0,1429,4,37,9,0,0,44,31,1,33,46,48,0,0,0,218,32,20,61.5,Italy
Eros Schiavon,it ITA,"MF,DF",SPAL,34,1983,4.3,85,135,63.0,1286,484,44,57,77.2,35,50,70.0,3,17,17.6,0,0.0,0.0,0.0,1,8,0,0,5,6,14.3,2,3,1,1,7,6,6,2,4,2,8,4,0,Matches,135,116,18,3,0,0,8,15,0,0,0,0,85,1,7,4,0,0,10,3,0,8,2,5,0,0,0,16,1,9,10.0,Italy
Ervin Zukanović,ba BIH,DF,Genoa,30,1987,31.9,1325,1606,82.5,25621,10429,523,573,91.3,595,690,86.2,182,293,62.1,1,1.6,1.6,-0.6,13,119,19,11,135,50,39.2,33,16,1,20,51,31,32,19,13,48,98,175,0,Matches,1606,1485,111,48,1,20,42,63,0,0,0,0,1325,10,15,5,1,0,30,15,1,42,48,41,0,1,2,170,64,40,61.5,Italy
Etrit Berisha,al ALB,GK,Atalanta,28,1989,31.0,578,843,68.6,19441,15082,64,64,100.0,223,228,97.8,288,546,52.7,0,0.0,0.0,0.0,0,7,0,0,1,1,100.0,1,0,0,1,1,0,0,0,0,1,2,5,3,Matches,843,536,306,73,0,5,0,0,0,0,0,0,578,1,1,0,0,0,0,3,0,0,1,1,0,0,0,56,3,0,100.0,Italy
Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1.0,16,23,69.6,671,586,1,1,100.0,5,5,100.0,10,16,62.5,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,23,11,11,3,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Italy
Everton Luiz,br BRA,MF,SPAL,29,1988,7.1,200,244,82.0,3246,837,85,99,85.9,94,102,92.2,12,22,54.5,0,0.2,0.2,-0.2,4,17,3,1,18,22,20.7,10,10,2,6,29,23,8,1,7,10,32,8,1,Matches,244,233,8,7,0,1,1,1,0,0,0,0,200,3,5,5,0,0,13,12,0,1,10,16,0,0,0,58,3,6,33.3,Italy
Fabio Borini,it ITA,"DF,FW",Milan,26,1991,17.9,660,853,77.4,11943,3602,284,318,89.3,303,365,83.0,67,140,47.9,3,0.8,1.3,+2.2,14,51,19,9,68,38,43.2,12,18,8,16,37,21,32,6,26,13,51,43,0,Matches,853,745,105,8,1,11,59,90,7,4,0,0,660,3,17,5,0,0,22,43,1,59,13,23,0,0,0,84,14,18,43.8,Italy
Fabio Ceravolo,it ITA,FW,Benevento,30,1987,0.6,7,11,63.6,104,6,5,8,62.5,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,33.3,Italy
Fabio Depaoli,it ITA,"DF,MF",Chievo,20,1997,13.2,253,399,63.4,4360,2042,124,166,74.7,89,135,65.9,30,66,45.5,0,0.8,0.6,-0.8,7,17,8,6,33,31,52.5,21,7,3,21,40,19,27,10,17,15,46,42,0,Matches,399,336,62,2,1,6,27,59,1,0,0,0,253,1,16,4,0,0,25,15,1,27,15,22,0,1,0,54,13,27,32.5,Italy
Fabio Lucioni,it ITA,DF,Benevento,29,1987,8.0,222,283,78.4,5449,2220,34,42,81.0,133,150,88.7,54,85,63.5,0,0.0,0.0,0.0,1,11,0,0,11,11,63.6,7,4,0,7,11,4,14,11,3,7,18,61,0,Matches,283,265,16,16,0,3,0,0,0,0,0,0,222,2,4,1,0,0,3,2,1,0,7,9,0,0,1,29,11,1,91.7,Italy
Fabio Pisacane,it ITA,DF,Cagliari,31,1986,21.4,842,1044,80.7,17454,7000,258,284,90.8,430,489,87.9,139,231,60.2,0,0.0,0.2,0.0,2,84,4,2,94,52,36.6,36,13,3,15,41,26,29,16,13,38,90,105,1,Matches,1044,998,41,30,0,13,12,10,0,0,0,0,842,5,19,4,2,1,30,22,1,12,38,39,0,1,0,117,40,30,57.1,Italy
Fabio Quagliarella,it ITA,FW,Sampdoria,34,1983,30.2,436,671,65.0,6626,1522,234,320,73.1,147,224,65.6,32,59,54.2,5,6.2,4.8,-1.2,37,32,29,4,58,11,8.0,1,3,7,2,25,23,34,0,34,7,18,23,0,Matches,671,604,63,4,6,3,48,5,0,0,0,0,436,4,37,4,0,0,24,46,39,48,7,9,0,0,0,66,33,36,47.8,Italy
Fabrizio Cacciatore,it ITA,DF,Chievo,30,1986,31.9,1513,2001,75.6,26204,11008,707,804,87.9,618,778,79.4,158,329,48.0,2,2.8,3.9,-0.8,35,115,61,26,153,34,50.0,20,9,5,15,30,15,33,11,22,38,72,99,3,Matches,2001,1657,337,28,2,12,132,306,3,0,3,0,1513,7,42,5,1,0,15,22,3,132,38,27,0,0,0,167,51,35,59.3,Italy
Fabrizio Caligara,it ITA,MF,Cagliari,17,2000,0.2,4,5,80.0,61,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,1,1,1,0,Matches,5,4,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Italy
Faouzi Ghoulam,dz ALG,DF,Napoli,26,1991,10.9,838,984,85.2,11589,4591,542,580,93.4,209,256,81.6,42,81,51.9,2,2.0,1.9,0.0,27,71,17,7,99,8,66.7,3,5,0,4,6,2,10,2,8,15,23,19,0,Matches,984,848,135,13,3,3,64,90,32,16,8,0,838,1,19,1,0,0,10,7,2,64,15,4,0,0,0,62,22,11,66.7,Italy
Federico Bernardeschi,it ITA,"FW,MF",Juventus,23,1994,9.4,304,380,80.0,5531,1191,141,161,87.6,114,134,85.1,37,58,63.8,3,2.0,1.7,+1.0,14,18,17,2,40,8,14.3,4,3,1,1,7,6,9,0,9,11,19,18,1,Matches,380,368,9,2,4,15,25,2,5,3,1,0,304,3,12,4,0,0,17,25,1,25,11,5,1,0,0,47,4,2,66.7,Italy
Federico Bonazzoli,it ITA,"FW,DF",SPAL,20,1997,2.0,31,38,81.6,526,70,15,16,93.8,13,16,81.3,2,3,66.7,0,0.1,0.1,-0.1,1,2,0,0,2,1,,0,1,0,0,0,0,3,0,3,0,1,0,0,Matches,38,36,2,0,0,0,1,0,1,1,0,0,31,0,1,0,0,0,6,7,0,1,0,0,0,0,0,3,0,6,0.0,Italy
Federico Bonazzoli,it ITA,FW,Sampdoria,20,1997,0.3,12,13,92.3,202,4,4,4,100.0,3,4,75.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0,Italy
Federico Ceccherini,it ITA,DF,Crotone,25,1992,35.9,1023,1266,80.8,21333,8180,260,301,86.4,619,693,89.3,132,240,55.0,0,0.6,0.8,-0.6,10,66,6,1,98,35,52.0,28,4,3,13,25,12,39,21,18,83,118,276,1,Matches,1266,1204,54,48,0,17,4,6,0,0,0,0,1023,8,12,4,1,0,42,36,6,4,83,21,0,3,0,184,74,58,56.1,Italy
Federico Chiesa,it ITA,"FW,MF",Fiorentina,19,1997,33.5,753,1050,71.7,11162,3167,435,508,85.6,235,333,70.6,45,100,45.0,4,6.3,5.2,-2.3,57,45,46,11,106,62,29.6,22,22,18,16,54,38,34,1,33,18,80,16,0,Matches,1050,985,60,4,9,9,110,55,1,0,0,0,753,5,53,7,0,0,53,60,13,110,18,41,3,0,0,213,8,23,25.8,Italy
Federico Di Francesco,it ITA,"FW,DF",Bologna,23,1994,17.7,340,461,73.8,5018,1089,185,218,84.9,121,155,78.1,16,41,39.0,1,1.4,1.5,-0.4,16,18,10,6,24,26,25.0,14,8,4,5,20,15,24,2,22,16,42,25,0,Matches,461,446,13,0,0,5,39,13,0,0,0,0,340,2,25,4,0,0,24,29,4,39,16,13,0,0,0,74,5,9,35.7,Italy
Federico Fazio,ar ARG,DF,Roma,30,1987,32.5,1680,1996,84.2,32616,11476,575,637,90.3,875,991,88.3,203,316,64.2,1,0.1,0.5,+0.9,2,121,5,2,165,56,80.6,38,18,0,25,31,6,30,22,8,46,102,161,3,Matches,1996,1920,73,70,1,17,5,3,0,0,0,0,1680,3,12,6,0,0,24,21,0,5,46,43,0,0,0,214,147,40,78.6,Italy
Federico Mattiello,it ITA,DF,SPAL,22,1995,24.5,654,872,75.0,9964,3486,361,402,89.8,236,317,74.4,34,92,37.0,0,1.1,0.8,-1.1,10,35,8,3,45,59,47.7,31,22,6,21,44,23,53,15,38,64,123,66,0,Matches,872,691,176,6,0,3,54,170,0,0,0,0,654,5,31,8,1,1,43,42,1,54,64,40,0,0,0,121,19,22,46.3,Italy
Federico Peluso,it ITA,DF,Sassuolo,33,1984,28.8,823,1170,70.3,16767,8739,268,326,82.2,450,556,80.9,102,255,40.0,1,0.9,0.8,+0.1,12,93,15,11,112,46,53.8,29,13,4,14,26,12,39,13,26,40,86,132,1,Matches,1170,922,241,28,2,5,56,212,0,0,0,0,823,7,28,10,0,0,33,18,1,56,40,34,0,1,0,95,53,26,67.1,Italy
Federico Ricci,it ITA,FW,Crotone,23,1994,10.2,232,382,60.7,3723,1015,125,157,79.6,74,123,60.2,26,67,38.8,1,1.1,1.4,-0.1,11,13,12,4,34,25,32.1,9,10,6,9,28,19,14,0,14,11,36,5,0,Matches,382,341,38,14,0,7,63,2,22,10,9,0,232,3,21,4,0,0,21,26,2,63,11,18,0,0,0,64,6,17,26.1,Italy
Federico Ricci,it ITA,MF,Genoa,23,1994,2.4,49,76,64.5,848,299,22,30,73.3,20,32,62.5,4,8,50.0,0,0.2,0.2,-0.2,4,8,1,1,13,2,33.3,2,0,0,1,3,2,2,0,2,1,3,1,0,Matches,76,70,6,1,0,1,14,2,3,1,2,0,49,0,5,0,0,0,1,7,1,14,1,2,0,0,0,12,1,6,14.3,Italy
Federico Viviani,it ITA,MF,SPAL,25,1992,27.6,1438,1796,80.1,30586,8503,452,498,90.8,682,792,86.1,281,447,62.9,3,3.3,4.9,-0.3,43,151,21,2,173,52,32.7,23,26,3,18,55,37,39,9,30,58,110,26,2,Matches,1796,1511,278,166,3,42,170,2,107,38,60,3,1438,7,23,9,0,0,26,64,3,170,58,36,0,2,0,209,16,12,57.1,Italy
Felipe Anderson,br BRA,"FW,MF",Lazio,24,1993,12.9,512,711,72.0,8036,2628,258,310,83.2,179,234,76.5,42,89,47.2,6,4.3,3.5,+1.7,38,45,35,5,83,34,17.1,7,11,16,6,35,29,17,0,17,11,45,8,1,Matches,711,615,92,12,6,7,74,38,35,12,17,0,512,4,28,0,0,0,9,15,0,74,11,21,0,0,0,72,3,12,20.0,Italy
Felipe Avenatti,uy URU,FW,Bologna,24,1993,5.2,80,142,56.3,1164,205,43,69,62.3,29,46,63.0,3,8,37.5,0,0.1,0.3,-0.1,3,8,3,0,8,6,50.0,1,5,0,1,2,1,7,1,6,1,7,6,0,Matches,142,139,2,0,0,2,6,0,0,0,0,0,80,1,5,1,0,0,7,3,0,6,1,4,0,0,0,18,28,29,49.1,Italy
Felipe Caicedo,ec ECU,"FW,MF",Lazio,28,1988,8.0,140,183,76.5,1584,401,88,109,80.7,34,43,79.1,2,5,40.0,2,0.8,1.0,+1.2,8,13,4,0,14,11,28.6,3,5,3,2,7,5,6,0,6,1,12,4,0,Matches,183,179,4,0,1,1,1,1,0,0,0,0,140,0,4,1,0,0,25,9,8,1,1,10,0,1,0,25,21,35,37.5,Italy
Felipe dal Belo,br BRA,DF,SPAL,33,1984,28.6,1043,1287,81.0,20755,8949,376,409,91.9,502,567,88.5,149,268,55.6,1,0.3,0.7,+0.7,6,80,9,5,97,51,51.0,32,16,3,25,49,24,42,24,18,48,99,157,1,Matches,1287,1185,97,77,1,16,12,20,0,0,0,0,1043,5,23,6,1,0,38,14,0,12,48,34,0,1,0,139,47,27,63.5,Italy
Filip Helander,se SWE,DF,Bologna,24,1993,27.8,1007,1242,81.1,20541,7490,303,338,89.6,572,638,89.7,123,224,54.9,0,0.0,0.4,0.0,1,65,2,0,87,48,51.7,33,15,0,15,29,14,47,25,22,37,85,160,2,Matches,1242,1177,60,35,0,7,0,25,0,0,0,0,1007,5,25,6,0,0,29,12,0,0,37,32,0,0,0,94,61,45,57.5,Italy
Filip Đuričić,rs SRB,"MF,FW",Benevento,25,1992,10.8,310,388,79.9,4715,1049,175,200,87.5,105,122,86.1,19,27,70.4,1,1.6,1.2,-0.6,9,25,8,0,44,22,55.6,11,8,3,5,9,4,7,1,6,9,31,5,0,Matches,388,371,13,2,7,2,9,4,6,4,2,0,310,4,14,1,0,0,5,20,0,9,9,14,0,0,0,50,1,14,6.7,Italy
Filip Đuričić,rs SRB,MF,Sampdoria,25,1992,0.1,6,10,60.0,60,8,3,4,75.0,1,1,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Filippo Costa,it ITA,DF,SPAL,22,1995,16.4,506,767,66.0,9632,3872,200,237,84.4,224,315,71.1,70,167,41.9,1,1.0,1.0,0.0,14,34,18,10,46,19,41.2,7,7,5,7,17,10,23,6,17,22,41,50,0,Matches,767,550,211,24,0,1,103,163,24,6,10,0,506,6,30,4,0,0,16,26,0,103,22,12,0,1,0,67,13,13,50.0,Italy
Filippo Romagna,it ITA,DF,Cagliari,20,1997,21.0,667,877,76.1,13444,5654,226,264,85.6,332,385,86.2,96,191,50.3,0,0.2,0.6,-0.2,4,68,11,4,94,33,61.5,20,12,1,16,26,10,20,11,9,33,66,96,0,Matches,877,828,43,33,0,6,14,9,0,0,0,0,667,6,16,0,0,0,12,15,0,14,33,18,0,1,0,109,34,17,66.7,Italy
Francesco Acerbi,it ITA,DF,Sassuolo,29,1988,38.0,1391,1650,84.3,30718,10405,349,387,90.2,782,876,89.3,249,360,69.2,0,0.7,0.8,-0.7,10,106,2,1,141,51,61.1,26,22,3,22,36,14,42,21,21,88,139,255,1,Matches,1650,1529,118,89,2,24,12,28,0,0,0,0,1391,3,9,4,0,0,31,32,1,12,88,32,0,1,1,260,103,40,72.0,Italy
Francesco Cassata,it ITA,MF,Sassuolo,20,1997,5.1,82,132,62.1,1542,487,42,52,80.8,24,38,63.2,14,36,38.9,0,0.1,0.1,-0.1,2,11,3,1,14,12,20.0,6,5,1,2,10,8,3,0,3,5,17,0,0,Matches,132,126,6,2,0,1,13,0,4,4,0,0,82,0,6,3,1,0,15,11,0,13,5,7,0,0,0,21,3,4,42.9,Italy
Francesco Magnanelli,it ITA,MF,Sassuolo,32,1984,27.7,1377,1691,81.4,28835,8157,446,506,88.1,665,761,87.4,248,377,65.8,0,1.8,1.8,-1.8,36,158,24,2,191,56,30.8,30,20,6,20,65,45,26,7,19,58,114,78,2,Matches,1691,1502,180,142,11,32,36,1,19,10,8,0,1377,9,13,13,2,2,39,69,0,36,58,38,0,0,0,263,35,20,63.6,Italy
Francesco Migliore,it ITA,DF,Genoa,29,1988,3.7,117,162,72.2,1995,684,55,66,83.3,50,71,70.4,10,17,58.8,0,0.4,0.3,-0.4,3,7,4,2,8,5,33.3,4,1,0,2,6,4,1,0,1,3,8,9,1,Matches,162,137,25,0,0,2,9,25,0,0,0,0,117,0,8,1,0,0,7,1,0,9,3,5,0,0,0,27,4,7,36.4,Italy
Francesco Rossi,it ITA,GK,Atalanta,26,1991,0.1,3,3,100.0,100,91,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Francesco Vicari,it ITA,DF,SPAL,22,1994,31.7,1012,1165,86.9,22191,9678,271,287,94.4,552,589,93.7,183,272,67.3,0,0.5,0.8,-0.5,2,68,7,0,82,38,53.8,25,13,0,21,39,18,33,27,6,45,83,210,1,Matches,1165,1112,47,46,0,8,0,1,0,0,0,0,1012,6,4,10,1,0,23,25,0,0,45,22,0,2,2,104,43,28,60.6,Italy
Francesco Zampano,it ITA,DF,Udinese,23,1993,4.6,131,174,75.3,2215,812,59,73,80.8,61,73,83.6,10,21,47.6,1,0.3,0.3,+0.7,5,7,7,4,15,9,50.0,5,3,1,5,10,5,4,0,4,6,15,7,0,Matches,174,133,40,0,0,0,15,40,0,0,0,0,131,1,7,0,0,0,13,3,1,15,6,7,0,0,0,28,4,7,36.4,Italy
Franck Kessié,ci CIV,MF,Milan,20,1996,36.3,1479,1802,82.1,24095,6159,736,843,87.3,594,695,85.5,111,166,66.9,1,3.8,4.7,-2.8,44,159,37,9,209,48,38.6,20,19,9,17,44,27,47,11,36,26,74,45,3,Matches,1802,1772,23,15,3,7,65,5,3,0,0,1,1479,7,37,9,0,0,69,46,4,65,26,34,1,2,0,230,45,67,40.2,Italy
Franco Zuculini,ar ARG,"MF,FW",Hellas Verona,26,1990,3.7,139,170,81.8,2168,664,72,83,86.7,50,65,76.9,11,13,84.6,0,0.2,0.1,-0.2,5,14,1,1,17,11,35.7,5,5,1,5,14,9,4,0,4,5,16,6,1,Matches,170,166,4,2,0,1,2,2,0,0,0,0,139,0,1,1,0,0,16,8,1,2,5,8,0,0,0,31,4,7,36.4,Italy
Gabriele Angella,it ITA,DF,Udinese,28,1989,9.9,411,503,81.7,9420,3883,91,110,82.7,235,266,88.3,82,118,69.5,0,0.0,0.1,0.0,2,22,1,0,35,15,72.7,11,3,1,8,11,3,11,9,2,21,36,66,0,Matches,503,472,30,18,0,10,2,12,0,0,0,0,411,1,2,3,0,0,18,4,0,2,21,13,0,3,0,56,30,13,69.8,Italy
Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Italy
Gaetano Letizia,it ITA,DF,Benevento,27,1990,23.8,999,1298,77.0,18067,5598,477,549,86.9,362,455,79.6,135,229,59.0,0,1.0,0.9,-1.0,21,82,20,10,100,36,38.8,21,14,1,19,49,30,24,3,21,33,69,47,3,Matches,1298,1083,207,33,2,28,104,172,2,1,0,0,999,8,32,7,1,1,29,34,1,104,33,26,0,1,0,176,20,26,43.5,Italy
Gastón Ramírez,uy URU,MF,Sampdoria,26,1990,24.6,769,1096,70.2,12287,3269,410,495,82.8,252,339,74.3,73,182,40.1,6,5.2,3.9,+0.8,48,80,42,5,112,33,16.1,4,15,14,9,56,47,30,3,27,18,51,24,0,Matches,1096,992,100,27,9,7,122,5,67,50,14,0,769,4,31,9,0,0,50,60,0,122,18,20,2,0,0,132,29,51,36.3,Italy
George Pușcaș,ro ROU,"FW,MF",Benevento,21,1996,7.8,116,152,76.3,1543,287,70,85,82.4,30,40,75.0,7,9,77.8,0,0.3,0.3,-0.3,8,6,4,1,10,0,0.0,0,0,0,0,3,3,0,0,0,1,1,13,0,Matches,152,138,14,0,0,0,4,0,0,0,0,0,116,0,5,0,0,0,9,9,1,4,1,0,0,0,0,20,20,29,40.8,Italy
Germán Pezzella,ar ARG,DF,Fiorentina,26,1991,33.1,1595,1902,83.9,30923,11886,477,533,89.5,958,1058,90.5,139,267,52.1,0,0.8,0.5,-0.8,8,82,5,0,142,63,46.3,42,19,2,19,41,22,33,16,17,63,126,185,1,Matches,1902,1832,64,55,1,12,2,9,0,0,0,0,1595,6,10,12,0,0,56,21,1,2,63,47,1,1,0,184,95,48,66.4,Italy
Gerson,br BRA,"MF,FW",Roma,20,1997,10.1,464,529,87.7,6907,1373,239,257,93.0,170,195,87.2,26,38,68.4,1,0.8,0.9,+0.2,11,44,6,1,50,20,28.6,10,8,2,2,7,5,15,2,13,11,31,11,1,Matches,529,519,9,5,0,3,5,4,0,0,0,0,464,1,6,1,0,0,20,30,2,5,11,12,0,0,0,49,18,15,54.5,Italy
Giacomo Bonaventura,it ITA,MF,Milan,27,1989,28.2,1287,1526,84.3,20705,4429,649,706,91.9,497,567,87.7,97,163,59.5,2,3.4,2.9,-1.4,46,108,29,5,164,31,20.0,7,19,5,9,45,36,31,6,25,33,64,17,0,Matches,1526,1433,89,33,6,17,78,17,38,20,8,0,1287,4,30,3,0,0,18,47,2,78,33,20,0,0,0,171,28,33,45.9,Italy
Giampaolo Pazzini,it ITA,FW,Hellas Verona,32,1984,11.0,114,162,70.4,1700,291,68,86,79.1,34,52,65.4,8,15,53.3,0,0.9,0.4,-0.9,5,6,3,0,14,0,0.0,0,0,0,0,4,4,2,0,2,1,1,13,0,Matches,162,135,25,1,0,1,3,1,0,0,0,0,114,2,3,1,0,0,20,23,7,3,1,0,0,0,0,19,20,21,48.8,Italy
Gian Filippo Felicioli,it ITA,"MF,DF",Hellas Verona,19,1997,3.1,61,83,73.5,842,206,39,44,88.6,17,23,73.9,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,7,13,0.0,5,5,3,0,4,4,0,0,0,5,18,6,0,Matches,83,69,14,1,0,0,8,9,3,0,2,0,61,0,6,1,0,0,4,6,2,8,5,8,0,0,0,18,1,4,20.0,Italy
Gian Marco Ferrari,it ITA,DF,Sampdoria,25,1992,29.4,1502,1705,88.1,29268,11487,518,562,92.2,788,842,93.6,181,273,66.3,0,0.3,1.1,-0.3,4,100,8,0,154,12,50.0,8,4,0,5,10,5,42,38,4,31,43,149,4,Matches,1705,1646,56,54,2,14,1,2,0,0,0,0,1502,3,10,4,0,0,20,12,0,1,31,8,0,2,0,113,49,31,61.3,Italy
Giancarlo González,cr CRC,DF,Bologna,29,1988,20.6,797,995,80.1,17741,7662,206,229,90.0,438,486,90.1,151,259,58.3,0,0.0,0.1,0.0,0,46,0,0,37,20,69.2,14,5,1,9,13,4,26,18,8,33,53,152,1,Matches,995,927,63,43,0,15,0,20,0,0,0,0,797,5,9,6,2,1,16,5,0,0,33,15,0,0,0,76,52,37,58.4,Italy
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,24,1993,20.1,515,698,73.8,7292,1884,300,356,84.3,160,221,72.4,25,62,40.3,3,3.4,3.0,-0.4,37,30,34,2,76,19,0.0,2,11,6,0,10,10,25,2,23,5,24,3,0,Matches,698,637,60,5,7,2,58,8,33,16,12,2,515,1,26,6,1,1,23,39,6,58,5,11,0,1,0,61,6,18,25.0,Italy
Gianluca Di Chiara,it ITA,DF,Benevento,23,1993,11.2,485,633,76.6,8501,3663,223,247,90.3,198,242,81.8,52,112,46.4,0,0.6,0.7,-0.6,13,43,5,4,50,26,33.3,18,6,2,7,21,14,10,3,7,11,37,37,1,Matches,633,527,100,18,0,5,35,75,7,2,4,0,485,6,14,3,0,0,15,4,1,35,11,19,0,1,0,50,3,7,30.0,Italy
Gianluca Gaudino,de GER,MF,Chievo,20,1996,0.2,9,12,75.0,211,79,2,3,66.7,4,5,80.0,3,4,75.0,0,0.1,0.1,-0.1,1,1,0,0,2,0,,0,0,0,0,0,0,1,0,1,0,0,1,0,Matches,12,8,4,2,0,0,2,0,1,0,1,0,9,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0,Italy
Gianluca Lapadula,pe PER,FW,Genoa,27,1990,16.6,171,275,62.2,2187,332,106,155,68.4,48,80,60.0,2,5,40.0,1,1.3,0.9,-0.3,14,7,5,0,17,8,9.1,4,4,0,1,11,10,7,1,6,3,11,8,0,Matches,275,250,23,0,2,0,3,1,0,0,0,0,171,2,8,3,0,0,35,37,24,3,3,5,3,0,0,26,67,87,43.5,Italy
