Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Sergio Canales,es ESP,"MF,FW",Real Sociedad,26,1991,21.4,1050,1334,78.7,17549,4452,545,597,91.3,333,412,80.8,129,235,54.9,5,6.0,6.0,-1.0,57,99,40,10,138,30,28.1,6,18,6,9,32,23,25,0,25,11,41,3,0,Matches,1334,1156,174,56,6,19,153,11,101,40,47,0,1050,4,34,4,0,0,23,29,0,153,11,24,1,0,0,116,2,13,13.3,Spain
Sergio Escudero,es ESP,DF,Sevilla,27,1989,25.9,1303,1651,78.9,20152,8064,724,810,89.4,430,557,77.2,94,179,52.5,2,1.2,1.5,+0.8,14,102,17,4,145,78,51.6,40,26,12,32,62,30,35,6,29,66,144,69,1,Matches,1651,1306,334,58,2,13,41,275,1,1,0,0,1303,11,35,10,0,0,34,38,1,41,66,49,0,0,0,157,56,37,60.2,Spain
Sergio García,es ESP,"FW,MF",Espanyol,34,1983,18.2,323,455,71.0,4868,1450,184,228,80.7,91,127,71.7,27,45,60.0,6,3.9,3.1,+2.1,27,29,22,3,61,15,13.6,1,10,4,3,22,19,6,3,3,10,25,12,0,Matches,455,427,25,2,1,3,19,6,0,0,0,0,323,3,19,4,0,0,18,35,13,19,10,12,0,0,0,65,16,34,32.0,Spain
Sergio León,es ESP,FW,Betis,28,1989,22.0,259,381,68.0,3530,540,158,195,81.0,50,89,56.2,24,46,52.2,1,1.2,1.0,-0.2,10,15,7,1,27,13,27.3,3,6,4,3,11,8,12,1,11,6,19,5,0,Matches,381,332,48,0,2,5,9,1,1,0,1,0,259,1,13,5,0,0,25,39,11,9,6,7,0,0,0,44,22,51,30.1,Spain
Sergio Mora,es ESP,MF,Getafe,37,1979,9.0,302,401,75.3,4863,1730,158,193,81.9,109,143,76.2,25,41,61.0,0,0.2,0.2,-0.2,6,32,4,1,49,21,45.2,8,12,1,14,31,17,10,2,8,15,36,11,0,Matches,401,395,4,4,0,4,4,0,0,0,0,0,302,2,9,5,0,0,15,6,0,4,15,15,0,0,0,55,12,15,44.4,Spain
Sergio Postigo,es ESP,DF,Levante,28,1988,26.9,768,961,79.9,16597,7338,223,248,89.9,398,445,89.4,142,244,58.2,0,0.6,0.8,-0.6,5,76,4,1,71,36,56.3,30,5,1,18,32,14,27,13,14,40,76,140,1,Matches,961,893,65,63,2,16,3,2,0,0,0,0,768,3,5,6,0,0,12,15,0,3,40,23,0,0,1,113,24,37,39.3,Spain
Sergio Ramos,es ESP,DF,Real Madrid,31,1986,25.4,1717,1921,89.4,32838,14791,708,752,94.1,765,822,93.1,227,305,74.4,1,1.7,0.9,-0.7,14,156,10,1,145,40,67.9,22,18,0,19,28,9,22,12,10,47,87,91,0,Matches,1921,1834,75,61,5,40,9,14,0,0,0,0,1717,12,7,9,2,2,37,20,6,9,47,29,0,0,1,195,84,45,65.1,Spain
Sergio Rico,es ESP,GK,Sevilla,23,1993,24.0,444,668,66.5,12988,10100,63,63,100.0,227,229,99.1,152,373,40.8,0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,0,1,2,5,3,Matches,668,417,250,58,0,1,0,0,0,0,0,0,444,1,0,2,0,0,1,3,0,0,1,1,0,1,0,31,11,1,91.7,Spain
Sergio Sánchez,es ESP,DF,Espanyol,31,1986,1.1,28,41,68.3,516,201,9,12,75.0,14,15,93.3,4,10,40.0,0,0.0,0.0,0.0,0,2,0,0,3,4,75.0,4,0,0,3,4,1,1,0,1,3,7,3,0,Matches,41,26,14,2,0,1,1,12,0,0,0,0,28,1,0,1,0,0,2,0,0,1,3,3,0,0,0,2,2,0,100.0,Spain
Sergio Álvarez,es ESP,GK,Celta Vigo,30,1986,16.4,424,626,67.7,13411,10001,30,30,100.0,234,239,97.9,160,353,45.3,0,0.1,0.0,-0.1,1,7,1,0,0,0,0.0,0,0,0,0,1,1,1,0,1,0,0,11,1,Matches,626,442,181,52,0,2,0,0,0,0,0,0,424,3,1,0,0,0,0,5,0,0,0,0,0,0,0,25,5,1,83.3,Spain
Shaq Moore,us USA,DF,Levante,20,1996,4.7,170,226,75.2,2498,1047,105,120,87.5,54,74,73.0,9,26,34.6,0,0.1,0.1,-0.1,3,12,3,3,16,8,42.9,3,3,2,3,7,4,4,0,4,13,21,11,0,Matches,226,176,50,1,1,1,11,49,0,0,0,0,170,0,5,0,0,0,8,3,0,11,13,6,0,0,0,25,2,1,66.7,Spain
Sidnei,br BRA,DF,La Coruña,27,1989,19.8,642,769,83.5,13907,4492,185,203,91.1,329,372,88.4,121,181,66.9,1,0.5,0.5,+0.5,5,24,6,2,44,41,72.0,30,11,0,18,25,7,26,9,17,31,72,101,1,Matches,769,739,29,29,2,18,4,0,0,0,0,0,642,1,2,4,0,0,12,11,0,4,31,28,0,0,0,139,38,29,56.7,Spain
Simon Kjær,dk DEN,DF,Sevilla,28,1989,17.5,666,790,84.3,13037,4594,254,277,91.7,307,354,86.7,94,140,67.1,0,0.1,0.1,-0.1,2,34,2,0,34,35,59.1,25,8,2,13,22,9,16,10,6,32,67,109,0,Matches,790,764,26,25,0,9,1,1,0,0,0,0,666,0,7,3,0,0,18,9,0,1,32,24,0,0,0,69,43,21,67.2,Spain
Simone Zaza,it ITA,FW,Valencia,26,1991,23.1,319,465,68.6,4630,913,179,226,79.2,94,135,69.6,22,32,68.8,1,2.1,1.5,-1.1,15,20,9,0,31,21,5.0,4,10,7,1,20,19,26,1,25,8,29,34,0,Matches,465,423,37,0,3,7,9,0,0,0,0,0,319,5,25,9,1,1,41,32,16,9,8,14,1,0,0,43,74,77,49.0,Spain
Stanislav Lobotka,sk SVK,MF,Celta Vigo,22,1994,34.0,1888,2087,90.5,33434,10037,854,926,92.2,772,838,92.1,217,244,88.9,0,0.6,1.1,-0.6,10,188,12,2,205,64,35.4,24,35,5,23,65,42,25,9,16,39,103,22,0,Matches,2087,2029,54,49,2,18,10,4,0,0,0,0,1888,4,14,2,0,0,42,47,0,10,39,45,0,1,0,289,26,33,44.1,Spain
Stefan Savić,me MNE,DF,Atlético Madrid,26,1991,25.5,809,994,81.4,16894,6144,270,299,90.3,384,427,89.9,145,242,59.9,0,0.2,0.2,-0.2,3,54,5,0,52,30,41.0,23,7,0,16,39,23,38,23,15,45,75,150,1,Matches,994,962,31,29,0,7,3,2,0,0,0,0,809,1,11,6,0,0,24,8,0,3,45,20,0,0,1,115,46,19,70.8,Spain
Steve Aldo One,cm CMR,DF,La Coruña,22,1995,1.0,18,22,81.8,354,169,5,6,83.3,10,12,83.3,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,1,7,0,Matches,22,21,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Spain
Steven Nzonzi,fr FRA,MF,Sevilla,28,1988,24.6,1632,1865,87.5,25757,7955,867,942,92.0,599,688,87.1,114,147,77.6,2,1.0,1.4,+1.0,13,155,5,1,167,39,66.7,14,19,6,20,30,10,27,8,19,28,67,36,2,Matches,1865,1833,28,28,0,4,10,0,0,0,0,0,1632,4,14,2,0,0,31,13,2,10,28,26,0,0,0,186,101,23,81.5,Spain
Sulley Muntari,gh GHA,MF,La Coruña,32,1984,4.5,110,158,69.6,2136,893,52,62,83.9,36,49,73.5,21,36,58.3,0,0.4,0.4,-0.4,1,14,3,0,18,9,14.3,2,7,0,1,7,6,10,4,6,11,20,10,0,Matches,158,150,6,4,1,4,6,2,0,0,0,0,110,2,4,3,0,0,11,7,0,6,11,7,0,0,0,13,11,9,55.0,Spain
Sébastien Corchia,fr FRA,DF,Sevilla,26,1990,9.1,305,397,76.8,4441,1789,191,212,90.1,91,134,67.9,15,36,41.7,1,0.5,0.6,+0.5,5,18,6,5,25,18,56.3,7,8,3,9,16,7,18,4,14,16,34,20,0,Matches,397,315,81,6,0,2,23,75,0,0,0,0,305,1,6,4,0,0,20,22,3,23,16,13,0,1,0,32,11,3,78.6,Spain
Takashi Inui,jp JPN,"MF,FW",Eibar,29,1988,29.2,710,936,75.9,10659,1703,407,470,86.6,234,303,77.2,45,93,48.4,2,1.9,1.9,+0.1,26,39,17,10,68,39,31.0,12,19,8,13,42,29,36,0,36,18,57,10,0,Matches,936,891,40,5,4,16,67,23,12,1,7,1,710,5,27,4,0,0,40,49,5,67,18,21,0,0,0,127,13,32,28.9,Spain
Tana,es ESP,"MF,FW",Las Palmas,26,1990,17.2,694,832,83.4,9639,2925,434,473,91.8,179,214,83.6,44,81,54.3,1,1.2,2.4,-0.2,21,62,20,3,94,31,33.3,13,14,4,12,36,24,8,0,8,23,54,5,0,Matches,832,763,64,20,4,4,51,5,39,14,19,0,694,5,7,2,0,0,11,36,0,51,23,24,0,0,0,92,2,20,9.1,Spain
Theo Hernández,fr FRA,DF,Real Madrid,19,1997,10.7,541,642,84.3,7234,2246,365,393,92.9,134,168,79.8,19,37,51.4,0,1.1,0.6,-1.1,8,43,12,6,45,21,52.0,16,2,3,13,25,12,9,2,7,17,38,20,0,Matches,642,574,65,7,1,3,30,58,0,0,0,0,541,3,16,1,0,0,11,15,1,30,17,15,1,0,0,68,10,4,71.4,Spain
Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,24,1993,26.4,1182,1437,82.3,20409,6530,577,649,88.9,429,506,84.8,135,195,69.2,0,0.6,1.6,-0.6,12,111,19,2,134,94,47.8,48,39,7,33,69,36,32,7,25,53,147,34,1,Matches,1437,1378,52,11,5,17,20,32,5,1,3,1,1182,7,27,6,0,0,40,35,0,20,53,64,0,0,0,216,51,37,58.0,Spain
Thomas Vermaelen,be BEL,DF,Barcelona,31,1985,11.3,603,650,92.8,12304,3928,187,193,96.9,320,338,94.7,91,105,86.7,1,0.4,0.1,+0.6,3,22,2,0,43,13,45.5,7,5,1,5,11,6,10,3,7,18,31,28,0,Matches,650,629,19,17,1,9,2,2,0,0,0,0,603,2,5,3,0,0,9,3,1,2,18,9,0,0,0,57,18,11,62.1,Spain
Tito,es ESP,DF,Leganés,32,1985,6.8,215,294,73.1,3192,1487,126,140,90.0,65,95,68.4,14,38,36.8,0,0.0,0.2,0.0,0,13,5,3,21,8,33.3,5,3,0,6,18,12,12,5,7,12,20,16,0,Matches,294,233,61,3,0,0,15,58,0,0,0,0,215,0,8,0,0,0,8,6,0,15,12,5,0,0,0,30,5,4,55.6,Spain
Tomás Pina Isla,es ESP,MF,Alavés,29,1987,26.5,795,980,81.1,13329,4426,391,465,84.1,302,359,84.1,75,109,68.8,0,1.3,0.9,-1.3,10,108,4,0,122,71,50.0,27,38,6,20,40,20,28,10,18,43,114,37,0,Matches,980,959,17,16,2,9,6,1,0,0,0,0,795,4,7,7,0,0,72,29,1,6,43,49,0,0,0,200,44,61,41.9,Spain
Toni Kroos,de GER,MF,Real Madrid,27,1990,25.1,1982,2235,88.7,36218,11344,920,965,95.3,736,810,90.9,277,377,73.5,7,5.7,6.1,+1.3,64,251,34,7,274,55,37.3,19,29,7,22,59,37,20,2,18,16,71,10,1,Matches,2235,1995,233,91,9,61,148,10,132,36,64,0,1982,7,16,4,0,0,21,38,2,148,16,35,0,0,0,151,11,7,61.1,Spain
Toni Lato,es ESP,"DF,MF",Valencia,19,1997,8.9,317,411,77.1,5293,2019,145,171,84.8,148,176,84.1,18,43,41.9,1,1.3,0.8,-0.3,6,25,2,1,28,30,59.3,22,6,2,16,27,11,9,3,6,9,39,23,0,Matches,411,332,76,7,0,1,10,69,0,0,0,0,317,3,8,4,0,0,10,8,1,10,9,16,0,0,0,55,8,11,42.1,Spain
Toni Moya,es ESP,MF,Atlético Madrid,19,1998,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Spain
Toño,es ESP,DF,Levante,27,1989,12.0,443,589,75.2,7402,2914,247,275,89.8,145,193,75.1,45,97,46.4,1,1.0,0.7,0.0,7,44,12,7,49,12,50.0,11,1,0,5,10,5,4,0,4,6,18,29,0,Matches,589,455,132,14,2,5,43,118,0,0,0,0,443,2,13,2,0,0,6,8,0,43,6,11,0,1,0,56,2,5,28.6,Spain
Toño Ramírez,es ESP,GK,Real Sociedad,30,1986,3.5,91,131,69.5,2496,1852,12,12,100.0,53,53,100.0,26,66,39.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,3,Matches,131,101,30,5,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Spain
Unai Bustinza,es ESP,DF,Leganés,25,1992,18.2,540,691,78.1,10452,4246,234,257,91.1,218,268,81.3,81,140,57.9,0,0.2,0.4,-0.2,4,31,4,2,37,36,55.3,25,8,3,21,38,17,17,9,8,47,83,64,0,Matches,691,607,80,30,0,12,8,50,0,0,0,0,540,4,11,5,0,0,27,19,2,8,47,21,0,1,0,87,37,41,47.4,Spain
Unai Núñez,es ESP,DF,Athletic Club,20,1997,32.7,1220,1489,81.9,26641,9465,334,383,87.2,641,707,90.7,233,365,63.8,0,0.5,0.3,-0.5,3,94,4,0,119,73,67.9,54,19,0,38,56,18,52,27,25,67,140,155,2,Matches,1489,1429,55,40,1,25,3,15,0,0,0,0,1220,5,10,11,0,0,42,24,0,3,67,52,0,0,0,172,70,43,61.9,Spain
Vicente Guaita,es ESP,GK,Getafe,30,1987,33.0,429,1002,42.8,18806,16430,22,23,95.7,109,113,96.5,296,856,34.6,0,0.2,0.1,-0.2,1,49,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,3,12,1,Matches,1002,578,416,132,0,2,0,0,0,0,0,0,429,8,0,1,0,0,0,4,0,0,3,0,0,0,0,36,13,1,92.9,Spain
Vicente Gómez,es ESP,MF,Las Palmas,28,1988,16.9,774,891,86.9,11575,2445,424,460,92.2,273,313,87.2,42,60,70.0,0,0.4,0.5,-0.4,5,39,4,1,56,21,34.5,6,11,4,10,29,19,18,4,14,17,38,14,1,Matches,891,867,21,21,2,3,10,0,0,0,0,0,774,3,12,3,0,0,22,29,0,10,17,13,0,0,0,64,32,25,56.1,Spain
Vitolo,es ESP,"MF,FW",Atlético Madrid,27,1989,6.9,235,304,77.3,2885,743,149,174,85.6,56,69,81.2,6,13,46.2,2,0.6,0.4,+1.4,3,17,8,0,24,9,20.0,4,3,2,3,15,12,10,1,9,6,15,5,0,Matches,304,287,14,0,0,1,4,11,0,0,0,0,235,3,14,1,1,0,19,22,3,4,6,6,1,0,0,43,8,14,36.4,Spain
Vitolo,es ESP,"FW,MF",Las Palmas,27,1989,7.7,307,369,83.2,3854,1014,208,230,90.4,75,86,87.2,7,15,46.7,0,0.8,1.1,-0.8,7,19,10,0,34,15,23.5,9,5,1,4,17,13,10,3,7,6,21,9,0,Matches,369,354,13,6,0,0,6,3,1,0,1,0,307,2,14,0,0,0,5,29,2,6,6,12,0,0,0,35,2,6,25.0,Spain
Vitorino Antunes,pt POR,DF,Getafe,30,1987,31.1,862,1366,63.1,15837,8357,400,455,87.9,328,491,66.8,114,345,33.0,2,3.4,3.2,-1.4,28,89,36,15,116,58,51.4,42,14,2,38,74,36,31,3,28,58,116,89,1,Matches,1366,934,423,53,3,12,149,318,52,12,22,1,862,9,37,14,0,0,50,36,1,149,58,44,0,0,0,172,18,23,43.9,Spain
Víctor Camarasa,es ESP,MF,Betis,23,1994,13.9,549,637,86.2,9190,1736,271,304,89.1,209,228,91.7,51,65,78.5,0,1.5,1.1,-1.5,14,59,4,2,68,20,23.1,8,10,2,3,13,10,8,0,8,15,35,13,0,Matches,637,626,8,6,1,17,4,0,2,0,0,0,549,3,15,1,0,0,19,31,2,4,15,15,0,0,1,72,10,12,45.5,Spain
Víctor Laguardia,es ESP,DF,Alavés,27,1989,17.0,384,565,68.0,8690,4359,104,129,80.6,198,234,84.6,81,194,41.8,0,0.2,0.5,-0.2,1,43,6,0,44,20,57.9,13,5,2,11,19,8,23,14,9,29,49,109,0,Matches,565,516,48,46,0,8,2,2,0,0,0,0,384,1,3,3,0,0,10,5,0,2,29,15,0,1,1,75,45,20,69.2,Spain
Víctor López,es ESP,MF,Alavés,20,1997,0.7,10,18,55.6,223,97,4,5,80.0,2,4,50.0,4,6,66.7,1,0.1,0.1,+0.9,2,0,2,1,1,2,0.0,0,2,0,0,1,1,0,0,0,1,3,1,0,Matches,18,16,2,0,0,0,5,0,1,0,1,0,10,0,2,0,0,0,0,0,1,5,1,1,0,0,0,4,0,1,0.0,Spain
Víctor Ruiz,es ESP,DF,Villarreal,28,1989,26.8,1218,1430,85.2,23906,10797,472,500,94.4,569,625,91.0,160,272,58.8,1,0.1,0.7,+0.9,3,61,4,1,57,33,52.0,29,4,0,13,25,12,27,18,9,58,91,134,1,Matches,1430,1351,73,71,2,22,2,2,0,0,0,0,1218,6,8,10,1,1,28,6,0,2,58,22,0,1,0,158,59,40,59.6,Spain
Víctor Sánchez,es ESP,"MF,DF",Espanyol,29,1987,27.3,1007,1404,71.7,15933,6241,558,637,87.6,331,445,74.4,83,240,34.6,2,0.5,0.7,+1.5,5,93,15,6,101,106,43.4,56,45,5,49,113,64,38,14,24,79,185,73,1,Matches,1404,1197,200,39,0,9,67,152,9,4,5,0,1007,7,26,13,0,0,72,50,0,67,79,72,0,0,0,145,49,25,66.2,Spain
Wakaso,gh GHA,MF,Alavés,27,1990,12.2,330,480,68.8,6784,2151,125,148,84.5,123,172,71.5,72,134,53.7,1,0.6,0.4,+0.4,9,27,2,1,37,43,33.3,25,15,3,13,39,26,22,1,21,35,78,21,0,Matches,480,422,50,14,1,16,19,32,4,0,2,0,330,8,5,7,0,0,31,22,3,19,35,30,0,2,0,85,17,18,48.6,Spain
Walter Montoya,ar ARG,FW,Sevilla,24,1993,0.8,17,24,70.8,247,72,9,11,81.8,4,6,66.7,2,4,50.0,0,0.3,0.2,-0.3,1,2,2,0,3,1,33.3,1,0,0,1,3,2,1,0,1,0,1,3,0,Matches,24,23,1,0,1,0,0,1,0,0,0,0,17,0,1,0,0,0,2,2,1,0,0,1,0,0,0,5,1,0,100.0,Spain
Willian José,br BRA,FW,Real Sociedad,25,1991,30.8,638,864,73.8,9308,1503,352,423,83.2,153,223,68.6,58,95,61.1,4,4.6,2.5,-0.6,40,34,14,3,59,10,22.2,1,5,4,2,9,7,10,1,9,5,15,31,0,Matches,864,787,72,3,9,24,15,0,2,1,1,0,638,5,27,4,0,0,31,53,21,15,5,7,0,1,0,77,49,59,45.4,Spain
Wissam Ben Yedder,fr FRA,FW,Sevilla,26,1990,18.9,371,481,77.1,4592,831,242,283,85.5,93,126,73.8,11,22,50.0,3,2.1,2.8,+0.9,28,18,16,0,53,12,50.0,2,5,5,1,2,1,10,0,10,5,17,2,0,Matches,481,440,39,0,2,0,8,0,0,0,0,0,371,2,10,2,1,1,17,20,21,8,5,8,0,0,0,60,15,58,20.5,Spain
Xabi Prieto,es ESP,"MF,FW",Real Sociedad,33,1983,21.4,869,1065,81.6,12685,3384,495,565,87.6,296,354,83.6,50,78,64.1,5,4.9,4.0,+0.1,42,99,31,10,142,18,20.0,5,9,4,2,10,8,8,2,6,7,25,20,0,Matches,1065,1029,31,7,1,2,56,11,12,1,0,0,869,5,22,1,0,0,15,31,4,56,7,14,0,0,0,89,30,28,51.7,Spain
Xabier Etxeita,es ESP,DF,Athletic Club,29,1987,4.2,136,161,84.5,3024,1198,33,36,91.7,76,84,90.5,25,34,73.5,0,0.0,0.0,0.0,0,14,0,0,10,2,25.0,2,0,0,1,4,3,3,2,1,7,9,25,1,Matches,161,161,0,0,0,1,0,0,0,0,0,0,136,0,3,2,0,0,10,2,0,0,7,2,0,0,0,17,6,9,40.0,Spain
Xesc Regis,es ESP,FW,Eibar,20,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Spain
Ximo Navarro,es ESP,DF,Las Palmas,27,1990,29.0,1130,1372,82.4,20643,7460,473,522,90.6,523,591,88.5,113,207,54.6,1,0.5,0.4,+0.5,5,56,3,0,76,63,56.0,44,19,0,28,50,22,27,16,11,66,129,131,4,Matches,1372,1259,111,90,1,10,11,21,0,0,0,0,1130,2,17,12,0,0,28,51,0,11,66,43,0,1,1,203,29,30,49.2,Spain
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,23,1993,10.0,247,333,74.2,3236,760,154,181,85.1,70,92,76.1,7,24,29.2,4,2.6,1.5,+1.4,17,18,7,3,29,17,37.5,7,5,5,3,8,5,9,0,9,4,21,3,0,Matches,333,301,26,8,3,0,24,11,6,1,1,0,247,6,15,3,0,0,13,8,2,24,4,13,0,0,0,53,0,9,0.0,Spain
Yassine Bounou,ma MAR,GK,Girona,26,1991,29.5,444,879,50.5,18205,15133,31,31,100.0,118,122,96.7,293,720,40.7,0,0.0,0.1,0.0,0,19,0,0,0,1,0.0,1,0,0,0,2,2,0,0,0,4,5,14,0,Matches,879,524,352,109,0,1,0,0,0,0,0,0,444,3,1,2,0,0,1,1,0,0,4,1,0,1,0,36,3,2,60.0,Spain
Yeray Álvarez,es ESP,DF,Athletic Club,22,1995,7.5,385,468,82.3,8463,3208,101,119,84.9,207,229,90.4,74,111,66.7,0,0.1,0.1,-0.1,2,36,1,0,41,12,66.7,8,4,0,6,9,3,8,2,6,11,23,18,0,Matches,468,431,35,26,0,8,1,9,0,0,0,0,385,2,1,2,0,0,12,10,0,1,11,7,0,0,0,66,13,12,52.0,Spain
Yerry Mina,co COL,DF,Barcelona,22,1994,4.1,226,244,92.6,3970,1335,103,108,95.4,101,104,97.1,19,26,73.1,1,0.2,0.1,+0.8,3,14,2,0,12,10,66.7,6,4,0,4,6,2,6,3,3,6,16,16,0,Matches,244,234,10,9,0,2,0,1,0,0,0,0,226,0,1,2,0,0,6,6,1,0,6,8,0,0,0,13,10,5,66.7,Spain
Yoel,es ESP,GK,Eibar,28,1988,1.0,14,40,35.0,746,742,0,0,,0,0,,14,40,35.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,40,25,15,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Spain
Youssef En-Nesyri,ma MAR,FW,Málaga,20,1997,17.7,190,342,55.6,2524,500,119,179,66.5,43,87,49.4,11,26,42.3,0,0.9,0.4,-0.9,10,13,6,2,23,31,23.1,10,14,7,6,26,20,11,0,11,9,40,32,0,Matches,342,319,21,0,3,2,19,1,0,0,0,0,190,2,19,2,1,1,34,33,14,19,9,25,0,0,0,54,78,115,40.4,Spain
Zakaria Bakkali,be BEL,"FW,MF",La Coruña,21,1996,10.1,232,307,75.6,3284,692,145,164,88.4,66,93,71.0,14,29,48.3,0,0.3,0.9,-0.3,8,13,3,2,30,12,28.6,7,4,1,4,14,10,5,0,5,4,16,6,0,Matches,307,287,16,1,1,0,36,6,9,4,0,0,232,4,9,5,0,0,14,20,4,36,4,10,0,0,0,46,4,11,26.7,Spain
Zdravko Kuzmanović,rs SRB,MF,Málaga,29,1987,5.3,304,342,88.9,5473,1691,134,142,94.4,128,141,90.8,35,46,76.1,1,0.6,0.3,+0.4,8,32,3,2,40,4,0.0,1,3,0,0,5,5,2,2,0,4,8,9,0,Matches,342,325,14,13,0,5,4,1,0,0,0,0,304,3,1,4,2,2,7,2,0,4,4,4,0,0,0,36,6,5,54.5,Spain
Zouhair Feddal,ma MAR,DF,Betis,28,1989,14.0,668,825,81.0,14299,4829,218,240,90.8,314,353,89.0,128,211,60.7,0,0.1,0.2,-0.1,1,64,1,1,66,22,58.3,14,6,2,7,12,5,17,13,4,36,58,95,2,Matches,825,780,42,35,0,25,3,7,0,0,0,0,668,3,5,7,0,0,20,16,1,3,36,14,0,0,1,73,27,17,61.4,Spain
Álex Alegría,es ESP,FW,Levante,24,1992,7.0,111,164,67.7,1333,166,73,99,73.7,33,44,75.0,0,3,0.0,0,0.2,0.2,-0.2,3,10,2,0,8,8,33.3,1,3,4,2,6,4,7,0,7,4,12,9,0,Matches,164,144,19,0,1,0,2,0,0,0,0,0,111,1,6,1,0,0,16,18,5,2,4,5,0,0,0,16,24,24,50.0,Spain
Álex Granell,es ESP,MF,Girona,28,1988,31.6,1395,1859,75.0,28972,10049,552,646,85.4,529,656,80.6,286,481,59.5,7,6.5,5.9,+0.5,75,186,25,11,214,78,33.3,31,39,8,38,114,76,46,3,43,47,125,29,0,Matches,1859,1583,264,171,3,60,172,3,90,20,28,14,1395,12,27,11,0,0,70,39,0,172,47,53,0,0,0,230,24,24,50.0,Spain
Álex Gálvez,es ESP,DF,Eibar,28,1989,4.0,161,208,77.4,3498,1577,58,66,87.9,63,74,85.1,39,65,60.0,0,0.0,0.1,0.0,1,19,1,0,19,11,58.3,5,6,0,7,12,5,5,1,4,13,24,17,0,Matches,208,192,16,11,0,3,0,5,0,0,0,0,161,0,2,1,0,0,2,2,1,0,13,4,0,1,0,29,12,3,80.0,Spain
Álex Gálvez,es ESP,DF,Las Palmas,28,1989,18.0,770,952,80.9,15922,6403,263,291,90.4,368,421,87.4,127,213,59.6,0,0.1,0.1,-0.1,1,58,0,0,63,50,53.7,26,24,0,22,41,19,20,11,9,43,93,74,2,Matches,952,877,74,69,0,22,2,5,0,0,0,0,770,1,10,5,1,0,34,18,4,2,43,36,0,1,0,137,39,30,56.5,Spain
Álex Mula,es ESP,"FW,MF",Málaga,21,1996,6.2,159,218,72.9,2627,498,83,99,83.8,55,68,80.9,18,42,42.9,0,0.4,0.6,-0.4,2,14,4,2,15,7,16.7,3,4,0,2,12,10,5,0,5,6,13,1,0,Matches,218,213,5,1,1,3,25,1,3,1,2,0,159,0,3,1,0,0,6,4,2,25,6,3,0,0,0,41,3,10,23.1,Spain
Álex Robles,es ESP,DF,Málaga,18,1999,1.0,21,34,61.8,361,151,10,10,100.0,7,13,53.8,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,1,2,,1,1,0,0,0,0,1,0,1,3,5,4,0,Matches,34,26,8,1,0,0,1,7,0,0,0,0,21,0,2,0,0,0,3,1,0,1,3,1,0,0,0,5,2,0,100.0,Spain
