Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Álvaro González,es ESP,DF,Villarreal,27,1990,32.2,1221,1464,83.4,25257,10399,413,456,90.6,598,663,90.2,203,322,63.0,2,0.6,0.6,+1.4,8,84,5,2,90,38,53.7,30,7,1,22,41,19,34,23,11,53,91,188,0,Matches,1464,1383,78,60,0,19,7,18,0,0,0,0,1221,3,9,14,1,1,33,30,3,7,53,26,0,0,0,132,58,50,53.7,Spain
Álvaro Jiménez,es ESP,"MF,FW",Getafe,22,1995,5.9,82,146,56.2,1236,419,45,62,72.6,26,50,52.0,6,18,33.3,1,0.7,0.4,+0.3,7,11,4,1,17,15,38.1,5,6,4,8,21,13,6,0,6,1,16,6,0,Matches,146,143,2,0,2,1,17,1,0,0,0,0,82,1,7,4,1,1,12,25,0,17,1,8,0,0,0,27,5,12,29.4,Spain
Álvaro Medrán,es ESP,MF,Alavés,23,1994,10.5,368,473,77.8,6946,2308,158,185,85.4,145,168,86.3,56,88,63.6,0,1.0,0.8,-1.0,10,47,5,1,52,20,38.1,5,10,5,8,21,13,7,0,7,13,33,10,0,Matches,473,443,23,16,3,11,11,1,5,4,0,0,368,7,15,2,0,0,20,13,2,11,13,14,0,0,0,66,6,9,40.0,Spain
Álvaro Medrán,es ESP,MF,Valencia,23,1994,0.8,44,48,91.7,972,330,16,17,94.1,18,19,94.7,10,10,100.0,0,0.0,0.0,0.0,0,6,0,0,4,1,50.0,1,0,0,1,2,1,0,0,0,3,4,1,0,Matches,48,47,1,1,0,1,0,0,0,0,0,0,44,0,0,0,0,0,3,1,0,0,3,1,0,0,0,5,0,0,,Spain
Álvaro Odriozola,es ESP,DF,Real Sociedad,21,1995,32.4,1436,1756,81.8,20470,6201,873,950,91.9,434,548,79.2,73,130,56.2,4,3.6,3.7,+0.4,46,54,41,25,98,41,57.1,22,15,4,20,35,15,25,7,18,26,67,50,0,Matches,1756,1428,325,21,1,2,155,303,1,1,0,0,1436,3,67,3,1,1,25,31,9,155,26,27,0,1,0,178,5,29,14.7,Spain
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,22,1995,25.0,633,891,71.0,8092,2206,411,499,82.4,148,212,69.8,27,63,42.9,4,2.7,2.4,+1.3,29,44,26,4,85,41,14.0,12,16,13,8,57,49,30,1,29,25,66,17,0,Matches,891,873,8,0,10,8,30,1,3,0,0,0,633,10,34,4,1,1,47,49,6,30,25,29,0,0,0,168,6,30,16.7,Spain
Ángel Rodríguez,es ESP,FW,Getafe,30,1987,25.5,260,392,66.3,3934,882,133,183,72.7,87,130,66.9,22,35,62.9,2,3.7,3.3,-1.7,18,26,15,3,33,28,11.5,3,19,6,3,26,23,18,3,15,6,34,14,0,Matches,392,374,15,1,3,5,20,1,0,0,0,0,260,3,21,6,0,0,48,36,32,20,6,19,2,0,0,62,29,108,21.2,Spain
Éver Banega,ar ARG,MF,Sevilla,29,1988,26.7,1896,2309,82.1,35620,13307,784,865,90.6,811,923,87.9,260,421,61.8,3,6.2,5.5,-3.2,66,268,38,2,350,71,34.9,25,37,9,22,63,41,23,1,22,12,83,17,3,Matches,2309,2065,223,107,10,31,145,11,103,42,48,1,1896,21,25,9,1,0,42,51,2,145,12,53,0,0,0,244,10,13,43.5,Spain
Óscar Duarte,cr CRC,DF,Espanyol,28,1989,11.0,380,483,78.7,7877,3145,117,131,89.3,193,218,88.5,65,125,52.0,0,0.0,0.1,0.0,0,15,3,1,20,12,36.4,8,4,0,4,11,7,8,8,0,9,21,60,2,Matches,483,461,21,21,0,1,1,0,0,0,0,0,380,1,1,1,0,0,8,6,0,1,9,9,0,0,0,33,32,14,69.6,Spain
Óscar Melendo,es ESP,"MF,FW",Espanyol,19,1997,7.6,221,270,81.9,3483,761,113,132,85.6,76,85,89.4,20,30,66.7,1,0.4,0.4,+0.6,9,30,4,2,35,2,0.0,2,0,0,0,5,5,2,0,2,3,5,3,0,Matches,270,262,7,0,2,1,7,5,2,1,1,0,221,1,5,1,0,0,6,21,0,7,3,2,0,0,0,38,3,10,23.1,Spain
Óscar Romero,py PAR,"MF,FW",Alavés,25,1992,2.8,44,74,59.5,943,356,17,24,70.8,14,22,63.6,11,23,47.8,0,0.3,0.2,-0.3,5,5,1,0,6,5,0.0,4,1,0,0,3,3,3,0,3,3,8,2,0,Matches,74,61,13,9,0,2,6,1,3,2,1,0,44,0,1,0,0,0,7,10,0,6,3,2,0,0,0,20,6,2,75.0,Spain
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,28,1989,18.4,706,921,76.7,11694,3605,364,422,86.3,266,335,79.4,61,113,54.0,2,2.4,2.1,-0.4,21,64,25,14,83,28,44.8,11,15,2,13,29,16,15,2,13,19,47,36,0,Matches,921,758,160,10,2,8,58,150,0,0,0,0,706,3,25,5,0,0,17,10,4,58,19,21,1,0,0,86,21,17,55.3,Spain
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,25,1992,18.8,608,891,68.2,9404,3391,335,406,82.5,221,318,69.5,36,110,32.7,4,2.4,1.9,+1.6,13,29,16,9,48,48,65.0,25,17,6,26,40,14,24,8,16,36,84,63,0,Matches,891,700,187,6,0,4,81,178,3,1,1,1,608,4,29,7,0,0,30,12,3,81,36,30,0,0,0,68,44,21,67.7,Spain
