Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Kenny Lala,mg MAD,DF,Strasbourg,25,1991,30.3,1341,1765,76.0,27997,10083,526,586,89.8,499,650,76.8,295,454,65.0,4,2.0,2.5,+2.0,24,120,38,12,168,87,44.7,53,28,6,21,47,26,18,10,8,42,129,70,2,Matches,1765,1363,391,47,4,40,69,344,0,0,0,0,1341,11,43,5,1,1,26,29,0,69,42,47,0,0,0,211,17,17,50.0,France
Kenny Tete,nl NED,DF,Lyon,21,1995,17.9,854,1073,79.6,13473,4486,468,518,90.3,284,365,77.8,71,117,60.7,4,2.7,2.1,+1.3,14,45,20,13,74,37,57.7,24,10,3,15,26,11,20,7,13,29,66,52,0,Matches,1073,879,193,14,3,7,57,179,0,0,0,0,854,1,30,3,0,0,21,20,5,57,29,25,0,0,0,111,20,21,48.8,France
Kevin Trapp,de GER,GK,Paris S-G,27,1990,4.0,85,92,92.4,1808,1270,19,19,100.0,57,58,98.3,8,13,61.5,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,92,67,25,4,0,1,0,0,0,0,0,0,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0,France
Khaled Adénon,bj BEN,DF,Amiens,32,1985,32.5,960,1157,83.0,19763,8032,309,352,87.8,490,545,89.9,149,223,66.8,1,0.2,0.1,+0.8,2,34,2,0,51,38,46.9,26,12,0,15,32,17,42,26,16,65,103,221,1,Matches,1157,1091,64,63,1,5,0,1,0,0,0,0,960,2,9,9,0,0,50,39,1,0,65,24,0,1,0,195,64,46,58.2,France
Koffi Djidji,ci CIV,DF,Nantes,24,1992,26.8,744,1004,74.1,13283,6240,348,392,88.8,292,378,77.2,82,188,43.6,0,0.3,1.0,-0.3,5,48,9,5,60,55,65.5,32,20,3,19,29,10,34,15,19,45,100,126,0,Matches,1004,811,192,25,0,8,21,167,0,0,0,0,744,1,14,2,0,0,24,9,0,21,45,39,0,0,0,130,37,19,66.1,France
Kolbeinn Sigþórsson,is ISL,FW,Nantes,27,1990,0.3,6,10,60.0,68,0,5,7,71.4,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,Matches,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,60.0,France
Kostas Mitroglou,gr GRE,FW,Marseille,29,1988,9.7,89,131,67.9,1001,240,57,76,75.0,16,27,59.3,4,6,66.7,0,1.1,0.7,-1.1,11,4,3,0,9,3,25.0,1,2,0,1,4,3,1,1,0,0,3,2,0,Matches,131,129,2,0,1,0,1,0,0,0,0,0,89,0,8,2,0,0,11,3,6,1,0,2,0,0,0,13,22,13,62.9,France
Kouadio-Yves Dabila,ci CIV,DF,Lille,20,1997,10.5,432,517,83.6,7954,3019,162,173,93.6,210,241,87.1,50,86,58.1,0,0.1,0.1,-0.1,4,8,1,1,19,20,60.0,14,4,2,6,10,4,14,6,8,10,30,46,0,Matches,517,487,30,9,1,2,9,21,0,0,0,0,432,0,6,1,0,0,14,0,0,9,10,11,0,0,0,59,15,15,50.0,France
Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,23,1994,23.7,459,706,65.0,6930,1969,261,334,78.1,126,194,64.9,42,109,38.5,3,2.3,2.3,+0.7,32,21,23,7,40,37,31.4,10,18,9,11,35,24,32,1,31,24,61,30,0,Matches,706,632,69,20,8,6,87,5,41,18,8,1,459,5,17,3,0,0,23,46,12,87,24,22,1,1,0,126,13,52,20.0,France
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,,France
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3,France
Kévin Bérigaud,fr FRA,"FW,MF",Montpellier,29,1988,3.0,58,72,80.6,770,192,40,45,88.9,14,19,73.7,3,6,50.0,2,1.1,0.8,+0.9,6,2,3,0,11,4,33.3,1,1,2,2,6,4,1,0,1,0,4,1,0,Matches,72,71,1,0,0,0,1,0,0,0,0,0,58,0,1,0,0,0,2,3,0,1,0,3,0,0,0,10,4,6,40.0,France
Kévin Malcuit,ma MAR,DF,Lille,26,1991,20.2,944,1200,78.7,14167,5915,540,609,88.7,301,376,80.1,60,128,46.9,6,3.5,3.4,+2.5,25,71,20,12,110,51,68.0,31,16,4,17,25,8,13,5,8,38,89,47,0,Matches,1200,1021,177,24,1,6,67,153,0,0,0,0,944,2,37,2,0,0,12,32,5,67,38,37,1,0,1,147,13,12,52.0,France
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,28,1988,19.6,522,689,75.8,6807,1824,362,424,85.4,123,167,73.7,17,29,58.6,3,1.7,1.9,+1.3,22,30,20,3,55,33,22.9,9,19,5,11,48,37,15,2,13,13,46,23,1,Matches,689,673,15,3,0,1,29,12,0,0,0,0,522,1,32,0,0,0,33,14,5,29,13,25,0,0,0,97,34,70,32.7,France
Kévin N'Doram,fr FRA,"MF,DF",Monaco,21,1996,8.0,381,435,87.6,7442,2225,148,167,88.6,174,190,91.6,55,68,80.9,0,0.1,0.1,-0.1,2,28,0,0,42,16,25.0,6,9,1,6,24,18,6,2,4,16,32,29,0,Matches,435,417,18,18,2,10,0,0,0,0,0,0,381,0,3,3,0,0,11,12,0,0,16,10,0,0,0,48,18,11,62.1,France
Kévin Rimane,gf GUF,DF,Paris S-G,26,1991,0.1,4,4,100.0,81,26,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,France
Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,27,1989,24.1,913,1115,81.9,18147,6558,325,352,92.3,459,502,91.4,124,237,52.3,0,0.3,0.6,-0.3,4,65,7,0,77,36,45.8,23,13,0,11,24,13,19,15,4,31,67,113,1,Matches,1115,1060,49,20,1,17,2,29,0,0,0,0,913,6,7,6,0,0,25,13,0,2,31,27,0,2,0,133,41,29,58.6,France
Kévin Zohi,ml MLI,MF,Strasbourg,20,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,France
Lacina Traoré,ci CIV,FW,Amiens,27,1990,8.7,114,214,53.3,1628,383,67,115,58.3,26,52,50.0,12,20,60.0,2,0.7,0.5,+1.3,11,18,3,0,16,9,42.9,2,3,4,3,7,4,6,3,3,2,11,21,0,Matches,214,207,6,0,0,0,1,0,0,0,0,0,114,1,7,1,0,0,25,15,9,1,2,9,1,0,0,17,70,48,59.3,France
Landry Bonnefoi,fr FRA,GK,Strasbourg,33,1983,3.0,48,74,64.9,1689,1412,4,4,100.0,18,18,100.0,26,51,51.0,0,0.0,0.0,0.0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,74,39,34,6,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,50.0,France
Lassana Coulibaly,ml MLI,MF,Angers,21,1996,9.3,249,312,79.8,3461,1133,153,176,86.9,73,86,84.9,8,18,44.4,2,1.2,0.5,+0.8,10,17,9,2,38,26,28.6,13,10,3,10,35,25,15,1,14,8,34,10,0,Matches,312,308,4,4,1,1,7,0,0,0,0,0,249,0,12,1,0,0,18,19,1,7,8,17,0,0,0,49,10,10,50.0,France
Lassana Diarra,fr FRA,MF,Paris S-G,32,1985,6.7,471,513,91.8,8681,2341,192,201,95.5,186,200,93.0,71,77,92.2,1,0.2,0.3,+0.8,4,45,2,0,39,12,66.7,4,7,1,8,12,4,3,1,2,6,18,6,0,Matches,513,506,5,5,1,6,0,0,0,0,0,0,471,2,4,4,0,0,22,4,0,0,6,4,0,0,0,38,10,12,45.5,France
Layvin Kurzawa,fr FRA,DF,Paris S-G,24,1992,18.9,954,1128,84.6,10993,3229,614,680,90.3,202,255,79.2,18,37,48.6,1,1.6,1.6,-0.6,12,32,8,2,53,44,38.5,20,15,9,15,39,24,16,3,13,35,79,41,2,Matches,1128,948,172,17,2,1,39,155,0,0,0,0,954,8,18,1,0,0,31,11,0,39,35,32,0,0,0,101,33,26,55.9,France
Lebo Mothiba,za RSA,FW,Lille,21,1996,13.2,254,313,81.2,2675,226,159,182,87.4,47,67,70.1,6,8,75.0,0,0.9,0.6,-0.9,13,9,3,0,10,8,0.0,4,0,4,0,7,7,6,2,4,2,10,11,0,Matches,313,275,36,0,2,0,2,0,0,0,0,0,254,2,3,1,0,0,22,18,9,2,2,5,0,0,0,18,20,37,35.1,France
Lebogang Phiri,za RSA,MF,Guingamp,22,1994,11.5,590,672,87.8,10074,2936,278,301,92.4,209,229,91.3,76,97,78.4,1,0.4,0.4,+0.6,8,53,3,0,60,28,25.6,14,12,2,11,43,32,9,2,7,19,47,13,0,Matches,672,642,27,17,1,9,8,2,8,7,0,0,590,3,8,1,0,0,13,7,0,8,19,17,0,0,0,66,8,5,61.5,France
Lemouya Goudiaby,sn SEN,DF,Metz,20,1997,0.9,30,43,69.8,448,201,16,19,84.2,12,21,57.1,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,4,2,33.3,0,2,0,1,3,2,2,1,1,0,2,3,0,Matches,43,24,19,1,0,0,1,18,0,0,0,0,30,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,France
Leo Dubois,fr FRA,DF,Nantes,22,1994,33.6,1403,1998,70.2,24776,12947,708,789,89.7,471,645,73.0,192,443,43.3,4,6.7,6.0,-2.7,58,138,41,22,171,50,42.6,33,15,2,20,47,27,47,13,34,50,100,99,2,Matches,1998,1462,528,78,0,13,251,367,81,20,55,0,1403,8,64,5,0,0,24,30,2,251,50,39,1,1,0,228,34,35,49.3,France
Lilian Fournier,fr FRA,FW,Metz,19,1998,0.2,3,6,50.0,46,13,1,1,100.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,France
Lois Diony,fr FRA,FW,Saint-Étienne,24,1992,10.3,112,172,65.1,1342,231,71,95,74.7,25,41,61.0,3,10,30.0,0,0.3,0.3,-0.3,5,1,4,0,13,3,0.0,1,2,0,0,3,3,5,1,4,1,4,8,0,Matches,172,151,21,0,0,0,7,1,0,0,0,0,112,0,6,0,0,0,11,17,6,7,1,0,3,0,0,25,12,31,27.9,France
Loïc Perrin,fr FRA,DF,Saint-Étienne,31,1985,27.4,1360,1544,88.1,26094,11794,520,557,93.4,666,722,92.2,158,225,70.2,1,0.5,0.9,+0.5,7,68,6,1,82,39,67.7,28,10,1,21,31,10,35,22,13,36,75,142,1,Matches,1544,1476,63,61,1,10,2,2,0,0,0,0,1360,5,15,3,0,0,16,28,0,2,36,26,0,0,0,161,76,35,68.5,France
Loïc Puyo,fr FRA,MF,Angers,28,1988,1.9,87,118,73.7,1785,599,32,39,82.1,35,43,81.4,17,28,60.7,0,0.3,0.1,-0.3,5,18,3,1,20,9,75.0,2,5,2,3,4,1,7,3,4,4,13,2,0,Matches,118,113,5,3,1,4,7,0,2,2,0,0,87,0,3,0,0,0,8,2,0,7,4,5,0,0,0,18,0,5,0.0,France
Lucas Deaux,fr FRA,MF,Guingamp,28,1988,21.6,971,1210,80.2,16802,5211,474,543,87.3,331,412,80.3,121,170,71.2,1,1.6,1.5,-0.6,14,105,15,2,144,62,29.9,21,37,4,20,67,47,41,6,35,32,94,19,0,Matches,1210,1159,45,36,1,20,23,5,4,2,0,0,971,6,21,7,1,1,39,22,4,23,32,45,0,0,0,148,55,43,56.1,France
Lucas Lima,br BRA,"DF,FW",Nantes,25,1991,29.5,1006,1580,63.7,17382,10631,525,615,85.4,312,499,62.5,136,336,40.5,3,5.0,5.8,-2.0,54,107,44,30,145,73,45.6,40,27,6,31,68,37,42,6,36,38,111,85,0,Matches,1580,1156,409,70,0,10,248,258,81,25,49,0,1006,15,61,3,0,0,28,25,4,248,38,46,0,0,0,192,41,43,48.8,France
Lucas Moura,br BRA,FW,Paris S-G,24,1992,0.8,42,50,84.0,602,131,20,22,90.9,16,16,100.0,2,5,40.0,1,0.7,0.5,+0.3,1,1,1,0,6,1,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,Matches,50,42,8,1,1,0,3,3,4,2,1,0,42,0,1,1,0,0,5,2,1,3,0,1,0,0,0,1,1,1,50.0,France
Lucas Ocampos,ar ARG,FW,Marseille,23,1994,22.6,485,642,75.5,6029,1593,304,368,82.6,98,132,74.2,29,49,59.2,3,2.5,2.4,+0.5,22,33,18,6,54,83,32.3,30,44,9,30,93,63,42,3,39,30,113,26,0,Matches,642,621,18,1,2,2,26,17,0,0,0,0,485,3,19,6,1,0,37,47,5,26,30,57,1,1,0,148,39,70,35.8,France
Lucas Tousart,fr FRA,MF,Lyon,20,1997,34.8,1323,1545,85.6,22331,5495,584,664,88.0,587,651,90.2,108,144,75.0,0,0.6,0.5,-0.6,13,75,5,0,105,98,38.8,41,55,2,38,98,60,41,16,25,52,150,79,0,Matches,1545,1508,34,33,5,11,5,1,0,0,0,0,1323,3,18,8,0,0,41,21,0,5,52,59,0,1,0,201,73,49,59.8,France
Ludovic Baal,gf GUF,DF,Rennes,31,1986,12.9,655,856,76.5,9942,5065,354,399,88.7,233,305,76.4,42,102,41.2,0,1.0,0.6,-1.0,7,57,7,1,85,41,37.1,29,8,4,13,35,22,13,2,11,15,56,37,1,Matches,856,689,164,21,0,0,23,143,0,0,0,0,655,3,12,0,0,0,11,15,1,23,15,27,0,0,0,104,28,14,66.7,France
Ludovic Blas,fr FRA,MF,Guingamp,19,1997,19.9,829,975,85.0,14653,3717,377,413,91.3,316,355,89.0,102,142,71.8,2,1.5,1.2,+0.5,18,80,11,2,128,23,19.4,10,12,1,7,36,29,15,3,12,19,42,9,1,Matches,975,949,20,11,1,11,7,4,2,1,0,0,829,6,16,3,1,1,28,33,4,7,19,14,0,0,0,127,19,33,36.5,France
Ludovic Butelle,fr FRA,GK,Angers,34,1983,18.4,298,535,55.7,9884,7629,26,26,100.0,130,130,100.0,142,379,37.5,0,0.0,0.0,0.0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,10,2,Matches,535,316,219,74,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,2,0,0,1,0,0,0,1,16,5,0,100.0,France
Luiz Araújo,br BRA,"FW,MF",Lille,21,1996,22.4,535,755,70.9,9542,2248,243,309,78.6,200,260,76.9,67,113,59.3,3,1.5,1.9,+1.5,22,50,19,8,75,41,21.3,23,17,1,10,47,37,24,0,24,16,57,11,1,Matches,755,711,40,10,9,15,69,8,22,12,7,0,535,4,27,5,0,0,28,25,6,69,16,31,0,0,0,101,5,14,26.3,France
Luiz Gustavo,br BRA,"MF,DF",Marseille,30,1987,33.5,1753,1965,89.2,29210,8648,834,884,94.3,662,715,92.6,166,244,68.0,1,0.7,1.2,+0.3,15,141,18,4,201,89,41.9,45,40,4,26,62,36,44,13,31,50,139,56,1,Matches,1965,1908,51,48,4,24,15,3,0,0,0,0,1753,6,13,10,1,0,59,40,1,15,50,54,0,0,0,260,39,20,66.1,France
Lukas Lerager,dk DEN,MF,Bordeaux,24,1993,36.5,1221,1608,75.9,19356,6341,608,732,83.1,454,576,78.8,92,162,56.8,1,2.5,3.2,-1.5,24,127,23,2,180,107,30.8,33,61,13,33,107,74,44,8,36,67,174,66,1,Matches,1608,1564,34,31,6,13,20,3,0,0,0,0,1221,10,30,8,0,0,72,53,5,20,67,74,0,0,0,225,99,75,56.9,France
Léo Lacroix,ch SUI,DF,Saint-Étienne,25,1992,8.6,303,355,85.4,6518,2482,88,100,88.0,163,178,91.6,51,70,72.9,0,0.1,0.0,-0.1,2,13,0,0,21,13,55.6,8,5,0,5,9,4,6,3,3,11,24,54,1,Matches,355,344,10,10,0,5,0,0,0,0,0,0,303,1,3,3,1,0,10,3,4,0,11,8,0,0,0,36,20,13,60.6,France
Malang Sarr,fr FRA,DF,Nice,18,1999,14.7,980,1110,88.3,19706,7496,339,362,93.6,495,538,92.0,136,185,73.5,0,0.4,0.4,-0.4,5,55,2,1,72,24,44.4,17,7,0,8,18,10,14,6,8,31,55,44,2,Matches,1110,1050,59,27,1,23,11,32,0,0,0,0,980,1,14,1,0,0,13,16,0,11,31,18,0,1,0,100,28,16,63.6,France
Malcom,br BRA,FW,Bordeaux,20,1997,31.7,1182,1576,75.0,18050,5159,663,756,87.7,301,397,75.8,130,249,52.2,7,8.7,10.0,-1.7,87,98,69,16,169,15,3.6,3,7,5,1,28,27,13,1,12,14,29,6,0,Matches,1576,1348,212,83,8,22,189,19,110,53,38,0,1182,16,49,2,0,0,25,92,8,189,14,10,1,0,0,127,18,49,26.9,France
Mamadou Samassa,ml MLI,GK,Troyes,27,1990,21.0,363,664,54.7,13069,10358,17,17,100.0,148,150,98.7,195,489,39.9,0,0.0,0.0,0.0,1,7,0,0,1,0,0.0,0,0,0,0,2,2,0,0,0,0,0,12,3,Matches,664,364,295,111,0,0,0,0,0,0,0,0,363,5,0,1,0,0,0,4,0,0,0,0,0,0,0,16,5,0,100.0,France
Mapou Yanga-Mbiwa,fr FRA,DF,Lyon,28,1989,1.4,97,104,93.3,1790,630,39,42,92.9,46,47,97.9,11,14,78.6,0,0.0,0.0,0.0,0,0,0,0,6,3,100.0,3,0,0,1,1,0,0,0,0,1,4,2,0,Matches,104,99,5,3,0,0,0,2,0,0,0,0,97,0,0,1,0,0,2,1,0,0,1,2,0,0,0,14,0,1,0.0,France
Marcelo,br BRA,DF,Lyon,30,1987,34.5,1964,2252,87.2,42604,14414,514,556,92.4,1087,1161,93.6,339,479,70.8,1,1.6,1.3,-0.6,6,96,6,0,152,27,36.0,16,10,1,9,25,16,32,18,14,57,84,235,4,Matches,2252,2145,97,87,4,26,2,10,0,0,0,0,1964,10,17,5,1,0,32,6,1,2,57,25,0,0,1,212,141,45,75.8,France
Marco Verratti,it ITA,MF,Paris S-G,24,1992,19.1,1876,2074,90.5,28816,9429,995,1056,94.2,580,622,93.2,166,210,79.0,3,2.2,3.4,+0.8,28,161,41,1,193,51,21.8,20,25,6,12,55,43,25,6,19,26,77,11,3,Matches,2074,1992,71,52,28,13,9,14,5,0,1,0,1876,11,19,9,1,1,31,53,1,9,26,33,0,0,0,115,7,7,50.0,France
Marcus Coco,fr FRA,"FW,MF",Guingamp,21,1996,17.6,451,620,72.7,5798,1514,260,313,83.1,105,158,66.5,28,56,50.0,2,2.2,1.6,-0.2,18,30,17,8,54,40,20.0,17,13,10,7,35,28,22,3,19,15,55,9,0,Matches,620,606,10,3,1,2,50,7,0,0,0,0,451,4,17,5,0,0,44,28,4,50,15,28,1,0,0,108,33,42,44.0,France
Marcus Thuram,fr FRA,FW,Guingamp,19,1997,21.4,348,520,66.9,4246,1039,193,269,71.7,97,149,65.1,9,16,56.3,1,2.4,1.8,-1.4,23,19,15,1,47,20,24.0,6,10,4,6,25,19,14,0,14,5,25,12,0,Matches,520,474,39,1,2,0,19,3,0,0,0,0,348,7,15,2,0,0,45,39,17,19,5,15,3,0,0,54,61,62,49.6,France
Mariano,do DOM,FW,Lyon,23,1993,27.9,345,484,71.3,4203,824,221,287,77.0,76,100,76.0,14,26,53.8,4,2.9,1.9,+1.1,29,29,10,0,34,16,8.7,0,5,11,2,23,21,9,1,8,3,19,20,0,Matches,484,442,39,0,5,2,6,5,0,0,0,0,345,3,19,6,0,0,34,11,23,6,3,11,1,0,0,49,43,72,37.4,France
Mario Balotelli,it ITA,FW,Nice,26,1990,25.2,591,795,74.3,9716,2047,323,379,85.2,166,228,72.8,79,120,65.8,1,3.1,3.1,-2.1,33,72,18,1,86,7,0.0,1,3,3,0,6,6,9,2,7,8,15,26,0,Matches,795,721,65,19,9,16,17,2,0,0,0,0,591,9,24,10,1,0,60,72,23,17,8,4,1,0,0,42,31,27,53.4,France
Mariusz Stępiński,pl POL,FW,Nantes,22,1995,0.0,1,2,50.0,6,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,France
Marlon,br BRA,DF,Nice,21,1995,21.4,1323,1403,94.3,24841,9948,501,514,97.5,676,704,96.0,131,161,81.4,0,0.2,0.5,-0.2,4,58,3,0,74,36,68.2,22,13,1,15,22,7,19,15,4,15,51,72,2,Matches,1403,1358,44,41,0,19,2,3,0,0,0,0,1323,1,5,5,1,1,20,11,0,2,15,26,0,1,1,93,37,23,61.7,France
Marquinhos,br BRA,DF,Paris S-G,23,1994,25.1,1567,1673,93.7,29821,9263,578,594,97.3,737,766,96.2,202,247,81.8,2,0.7,1.3,+1.3,5,51,7,0,74,28,61.9,14,14,0,13,21,8,36,22,14,14,42,114,2,Matches,1673,1617,53,47,1,19,1,6,0,0,0,0,1567,3,6,1,0,0,8,8,0,1,14,14,0,0,0,137,42,20,67.7,France
Martin Braithwaite,dk DEN,FW,Bordeaux,26,1991,10.2,151,212,71.2,2040,339,94,125,75.2,39,56,69.6,9,11,81.8,3,2.3,1.5,+0.7,7,9,1,1,13,6,16.7,0,4,2,1,6,5,6,2,4,0,6,3,0,Matches,212,196,15,0,0,1,9,0,0,0,0,0,151,1,5,3,0,0,13,7,4,9,0,4,0,0,0,25,20,27,42.6,France
Martin Terrier,fr FRA,"FW,MF",Strasbourg,20,1997,18.6,367,500,73.4,5330,1170,206,252,81.7,109,149,73.2,23,39,59.0,3,3.4,2.1,-0.4,28,18,13,2,36,42,32.1,16,23,3,9,28,19,11,1,10,14,56,6,0,Matches,500,480,16,1,5,8,21,4,3,3,0,0,367,4,14,3,0,0,30,28,8,21,14,30,1,0,0,59,48,52,48.0,France
Mateo Pavlović,ba BIH,DF,Angers,27,1990,21.8,745,891,83.6,14186,5736,267,297,89.9,389,424,91.7,80,148,54.1,0,0.1,0.2,-0.1,3,25,2,0,59,13,35.0,10,3,0,7,20,13,14,11,3,21,34,120,0,Matches,891,852,36,34,0,4,0,1,0,0,0,0,745,3,5,8,0,0,30,10,0,0,21,7,0,1,0,117,68,30,69.4,France
Mathieu Bodmer,fr FRA,"DF,MF",Amiens,34,1982,4.4,218,274,79.6,3647,1494,114,129,88.4,80,98,81.6,22,36,61.1,0,0.3,0.3,-0.3,6,21,5,0,30,6,83.3,5,1,0,5,6,1,6,3,3,1,7,15,0,Matches,274,259,13,13,1,1,1,0,0,0,0,0,218,2,2,2,0,0,10,3,0,1,1,3,0,0,0,23,7,11,38.9,France
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,32,1985,14.6,588,800,73.5,8869,3578,335,387,86.6,190,269,70.6,43,86,50.0,0,1.2,2.1,-1.2,14,31,17,10,59,34,56.7,22,8,4,17,30,13,16,10,6,27,61,73,0,Matches,800,619,176,2,0,0,51,174,0,0,0,0,588,5,28,1,0,0,22,13,2,51,27,25,0,1,1,82,61,28,68.5,France
Mathieu Deplagne,fr FRA,DF,Troyes,25,1991,26.8,1071,1352,79.2,16436,7488,598,668,89.5,358,448,79.9,75,148,50.7,2,1.4,1.2,+0.6,14,79,12,8,115,52,41.7,33,14,5,20,48,28,26,10,16,60,112,95,2,Matches,1352,1037,311,27,0,9,54,284,0,0,0,0,1071,4,32,5,1,1,21,26,0,54,60,38,0,1,1,144,49,39,55.7,France
Mathieu Dossevi,tg TOG,"FW,MF",Metz,29,1988,27.9,760,1123,67.7,14133,4548,345,429,80.4,291,410,71.0,109,210,51.9,11,11.1,9.0,-0.1,86,93,56,33,131,35,17.9,15,15,5,7,39,32,24,3,21,28,63,12,0,Matches,1123,977,140,37,0,7,245,11,89,27,55,1,760,6,64,2,0,0,27,37,7,245,28,25,0,0,0,147,11,22,33.3,France
Mathieu Gorgelin,fr FRA,GK,Lyon,26,1990,4.0,70,94,74.5,2015,1376,6,6,100.0,38,39,97.4,26,49,53.1,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches,94,57,37,13,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,50.0,France
Mathieu Michel,fr FRA,GK,Angers,25,1991,6.6,112,187,59.9,3933,2991,6,6,100.0,47,48,97.9,59,133,44.4,0,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,Matches,187,106,81,22,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,France
Matthieu Udol,fr FRA,DF,Metz,21,1996,3.9,130,176,73.9,2269,964,62,65,95.4,54,68,79.4,12,34,35.3,0,0.0,0.1,0.0,0,10,1,0,5,14,35.7,13,1,0,5,14,9,10,2,8,5,19,17,0,Matches,176,141,34,0,0,0,14,34,0,0,0,0,130,1,5,0,0,0,8,1,0,14,5,8,0,0,0,20,4,3,57.1,France
Max Gradel,ci CIV,"FW,MF",Toulouse,29,1987,26.8,566,1016,55.7,9850,3749,278,377,73.7,185,319,58.0,78,206,37.9,1,4.5,5.6,-3.5,44,48,37,17,96,63,33.3,28,21,14,24,72,48,39,2,37,14,77,30,0,Matches,1016,858,143,44,1,6,227,14,74,46,20,1,566,15,63,5,1,0,44,47,10,227,14,36,2,0,0,151,13,50,20.6,France
Maxime Dupé,fr FRA,GK,Nantes,24,1993,1.0,12,22,54.5,510,450,1,1,100.0,3,3,100.0,8,18,44.4,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,22,13,9,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,France
