Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
Philipp Lienhart,at AUT,DF,Freiburg,21,1996,9.6,325,405,80.2,6769,2440,85,96,88.5,192,200,96.0,46,102,45.1,0,0.0,0.1,0.0,1,19,0,0,22,16,35.3,12,4,0,6,17,11,14,9,5,11,27,60,0,Matches,405,392,12,9,0,6,0,3,0,0,0,0,325,1,5,2,0,0,9,5,0,0,11,14,0,0,0,33,15,15,50.0
Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,19,1997,6.4,173,232,74.6,2427,758,108,135,80.0,49,63,77.8,9,16,56.3,3,2.5,1.8,+0.5,17,21,6,0,23,5,,2,3,0,0,0,0,3,0,3,2,7,2,0,Matches,232,217,14,4,1,1,10,3,5,3,2,0,173,1,13,1,0,0,12,14,1,10,2,4,0,0,0,33,1,5,16.7
Lars Lukas Mai,de GER,DF,Bayern Munich,17,2000,2.0,102,113,90.3,1905,635,37,37,100.0,58,65,89.2,7,11,63.6,0,0.0,0.0,0.0,0,1,0,0,2,4,75.0,4,0,0,3,4,1,3,2,1,3,7,3,0,Matches,113,112,1,0,0,1,0,1,0,0,0,0,102,0,0,0,0,,2,0,0,0,3,4,0,0,0,11,3,4,42.9
Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,29,1988,17.6,711,862,82.5,14971,4210,206,245,84.1,389,439,88.6,110,166,66.3,0,0.7,0.3,-0.7,6,53,0,0,59,47,67.7,26,20,1,21,31,10,31,12,19,24,71,74,1,Matches,862,828,34,32,0,14,3,2,0,0,0,0,711,0,7,3,0,0,19,34,0,3,24,34,0,1,0,65,42,20,67.7
Andreas Luthe,de GER,GK,Augsburg,30,1987,2.0,63,79,79.7,1695,1087,8,8,100.0,36,36,100.0,18,34,52.9,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,79,62,17,3,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0
Arne Maier,de GER,MF,Hertha BSC,18,1999,13.6,530,642,82.6,9688,2641,203,230,88.3,257,295,87.1,59,85,69.4,1,1.2,1.4,-0.2,7,59,11,1,81,29,75.0,12,16,1,18,24,6,19,3,16,24,53,20,0,Matches,642,631,9,9,0,2,10,0,0,0,0,0,530,2,15,1,0,0,4,10,0,10,24,23,1,0,0,63,8,16,33.3
Sebastian Maier,de GER,MF,Hannover 96,23,1993,2.9,88,136,64.7,1503,574,46,61,75.4,24,43,55.8,13,23,56.5,0,0.3,0.4,-0.3,3,8,3,1,14,11,16.7,4,7,0,2,12,10,6,1,5,4,15,1,1,Matches,136,119,16,5,0,1,13,3,8,3,5,0,88,1,5,0,0,0,5,1,0,13,4,6,0,1,0,10,5,6,45.5
Linton Maina,de GER,MF,Hannover 96,18,1999,0.1,18,20,90.0,253,111,8,8,100.0,7,9,77.8,1,1,100.0,1,1.0,0.7,0.0,3,2,2,0,3,1,,0,0,1,0,0,0,0,0,0,1,2,0,0,Matches,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0.0
Yunus Mallı,tr TUR,"FW,MF",Wolfsburg,25,1992,24.9,641,854,75.1,9847,2944,320,392,81.6,239,305,78.4,44,91,48.4,4,3.1,5.0,+0.9,29,76,34,11,108,25,48.0,8,14,3,12,25,13,23,0,23,12,37,17,0,Matches,854,798,53,17,3,3,47,8,23,9,10,0,641,3,26,3,0,0,14,44,3,47,12,17,0,0,0,95,11,40,21.6
Orel Mangala,be BEL,MF,Stuttgart,19,1998,8.7,274,353,77.6,4337,977,153,182,84.1,99,121,81.8,19,37,51.4,0,0.3,0.2,-0.3,2,27,3,0,31,28,52.4,7,19,2,11,21,10,8,2,6,18,46,15,0,Matches,353,345,7,7,0,1,2,0,0,0,0,0,274,1,11,2,0,0,17,12,0,2,18,18,0,1,0,43,6,8,42.9
Dominic Maroh,si SVN,DF,Köln,30,1987,10.2,427,485,88.0,8671,3777,137,148,92.6,227,248,91.5,61,83,73.5,0,0.2,0.2,-0.2,2,11,1,0,16,22,83.3,18,4,0,15,18,3,17,9,8,21,43,68,1,Matches,485,463,22,22,0,2,0,0,0,0,0,0,427,0,3,0,0,0,5,11,1,0,21,15,0,0,0,37,31,16,66.0
Javi Martínez,es ESP,"MF,DF",Bayern Munich,28,1988,17.9,1048,1191,88.0,19404,5707,411,439,93.6,514,572,89.9,109,157,69.4,2,2.2,2.1,-0.2,12,114,10,3,112,31,47.4,11,15,5,9,19,10,16,5,11,33,64,40,1,Matches,1191,1172,18,18,2,7,7,0,0,0,0,0,1048,1,7,1,0,0,16,18,0,7,33,22,0,0,0,70,57,30,65.5
Omar Mascarell,gq EQG,MF,Eint Frankfurt,24,1993,8.6,402,486,82.7,7796,2360,146,167,87.4,186,213,87.3,59,83,71.1,0,0.4,0.5,-0.4,7,53,6,2,48,20,55.6,8,12,0,10,18,8,14,1,13,21,41,10,0,Matches,486,472,13,13,1,7,4,0,0,0,0,0,402,1,8,4,0,0,17,8,0,4,21,16,0,0,0,76,17,12,58.6
Christian Mathenia,de GER,GK,Hamburger SV,25,1992,24.0,414,711,58.2,14178,11635,36,36,100.0,189,192,98.4,189,477,39.6,0,0.1,0.0,-0.1,1,7,0,0,0,0,0.0,0,0,0,0,3,3,0,0,0,0,0,11,3,Matches,711,436,269,70,0,0,0,0,0,0,0,0,414,6,1,2,0,0,1,2,0,0,0,0,0,0,0,23,1,0,100.0
Ville Matti Steinmann,de GER,MF,Hamburger SV,22,1995,6.6,350,427,82.0,6208,1623,142,173,82.1,147,172,85.5,42,51,82.4,0,0.2,0.2,-0.2,5,24,2,0,31,16,47.1,6,8,2,8,17,9,6,1,5,18,34,9,1,Matches,427,411,16,14,1,4,0,0,2,0,0,0,350,0,11,2,0,0,14,10,0,0,18,10,0,0,0,41,17,15,53.1
Mërgim Mavraj,al ALB,DF,Hamburger SV,31,1986,16.1,564,736,76.6,11882,4667,171,202,84.7,302,354,85.3,89,162,54.9,0,0.2,0.1,-0.2,3,38,2,1,49,45,59.5,32,11,2,22,37,15,28,12,16,21,66,91,3,Matches,736,692,43,39,0,8,4,4,0,0,0,0,564,1,15,3,1,1,20,10,0,4,21,32,0,0,0,76,62,45,57.9
Philipp Max,de GER,DF,Augsburg,23,1993,32.9,1116,1698,65.7,20700,9563,495,566,87.5,407,605,67.3,177,425,41.6,12,9.3,9.3,+2.7,79,64,54,41,102,65,57.6,36,19,10,34,59,25,27,8,19,33,98,65,1,Matches,1698,1183,505,68,0,18,318,320,117,52,60,0,1116,10,49,5,0,0,28,16,3,318,33,47,0,0,0,165,25,35,41.7
Alexandru Maxim,ro ROU,MF,Mainz 05,27,1990,10.6,351,478,73.4,6600,2161,152,179,84.9,120,145,82.8,65,115,56.5,2,1.4,2.3,+0.6,19,45,4,1,55,17,31.8,6,8,3,7,22,15,20,2,18,6,23,3,0,Matches,478,382,93,34,0,7,76,8,50,29,19,0,351,3,18,4,0,0,19,16,1,76,6,12,0,0,0,59,1,22,4.3
Florian Mayer,de GER,DF,Gladbach,19,1998,0.2,8,8,100.0,173,35,1,1,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,1,100.0,1,0,0,1,1,0,0,0,0,0,1,1,0,Matches,8,7,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,50.0
Weston McKennie,us USA,MF,Schalke 04,18,1998,14.0,364,512,71.1,5941,1816,181,226,80.1,146,199,73.4,25,60,41.7,0,0.9,0.8,-0.9,10,36,9,1,55,36,40.6,11,21,4,13,32,19,16,2,14,20,56,32,0,Matches,512,486,22,3,4,3,3,19,0,0,0,0,364,4,16,3,0,0,37,9,0,3,20,23,0,0,0,92,26,21,55.3
Slobodan Medojević,rs SRB,MF,Eint Frankfurt,26,1990,0.3,10,14,71.4,166,60,4,5,80.0,6,8,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,97,134,72.4,1589,420,51,65,78.5,37,44,84.1,6,14,42.9,0,0.3,0.3,-0.3,5,8,3,1,14,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,4,100.0,3,1,0,2,2,0,1,1,0,1,5,3,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,134,119,14,4,1,2,9,3,5,1,4,0,97,1,6,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,0,0,0,4,3,3,9,1,2,0,0,0,6,8,5,61.5
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,331,425,77.9,5026,2120,197,226,87.2,104,134,77.6,22,45,48.9,3,1.9,1.7,+1.1,21,26,15,6,43,20,30.8,6,11,3,4,13,9,13,0,13,13,33,5,0,Matches,425,344,81,11,1,3,37,63,7,4,3,0,331,0,11,3,0,0,21,20,1,37,13,18,0,1,0,36,14,11,56.0
Alexander Meier,de GER,FW,Eint Frankfurt,34,1983,0.0,2,3,66.7,37,7,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Jorge Meré,es ESP,DF,Köln,20,1997,21.0,833,988,84.3,17202,6312,273,310,88.1,403,442,91.2,148,210,70.5,1,0.3,0.5,+0.7,1,53,4,1,70,34,65.7,25,9,0,23,35,12,25,13,12,34,68,110,1,Matches,988,952,35,22,0,7,3,13,0,0,0,0,833,1,10,6,0,0,16,14,1,3,34,23,0,0,0,100,44,35,55.7
Max Meyer,de GER,MF,Schalke 04,21,1995,19.2,938,1060,88.5,16261,3023,415,459,90.4,438,481,91.1,70,91,76.9,0,0.4,0.8,-0.4,9,69,7,0,89,48,40.4,23,21,4,19,47,28,25,3,22,54,102,11,0,Matches,1060,1034,21,20,1,4,2,0,0,0,0,0,938,5,11,6,0,0,25,22,0,2,54,38,0,0,0,149,14,18,43.8
Maximilian Mittelstädt,de GER,"MF,DF",Hertha BSC,20,1997,4.7,121,182,66.5,2350,703,53,69,76.8,53,71,74.6,15,31,48.4,0,0.2,0.4,-0.2,4,12,7,3,17,19,52.6,14,4,1,10,19,9,8,1,7,9,28,11,0,Matches,182,161,19,4,0,4,14,13,2,0,2,0,121,2,12,0,0,0,5,11,0,14,9,11,0,0,0,17,10,4,71.4
Niklas Moisander,fi FIN,DF,Werder Bremen,31,1985,25.0,1235,1486,83.1,27514,11116,292,339,86.1,725,802,90.4,213,327,65.1,0,0.6,1.2,-0.6,8,108,9,0,126,36,66.7,22,13,1,24,36,12,21,9,12,38,74,98,2,Matches,1486,1441,42,39,1,22,7,3,0,0,0,0,1235,3,10,6,0,0,34,16,0,7,38,28,0,2,1,128,40,30,57.1
Jan Morávek,cz CZE,MF,Augsburg,27,1989,7.8,255,338,75.4,3708,1226,128,152,84.2,80,108,74.1,17,32,53.1,0,0.2,0.4,-0.2,7,25,8,0,36,41,58.3,17,23,1,21,36,15,19,3,16,11,52,11,0,Matches,338,337,1,1,0,4,2,0,0,0,0,0,255,0,6,5,1,1,26,2,0,2,11,37,0,0,0,38,16,14,53.3
Florian Müller,de GER,GK,Mainz 05,19,1997,5.0,89,158,56.3,2844,2239,11,11,100.0,41,42,97.6,37,104,35.6,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,Matches,158,104,53,12,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0
Nicolai Müller,de GER,"DF,MF",Hamburger SV,29,1987,1.1,10,12,83.3,144,63,4,4,100.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0.0,1,1,1,0,1,2,,0,1,1,0,0,0,1,0,1,0,2,0,0,Matches,12,11,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Thomas Müller,de GER,"MF,FW",Bayern Munich,27,1989,22.3,752,1025,73.4,12046,2671,402,499,80.6,278,371,74.9,52,96,54.2,14,10.3,7.9,+3.7,57,54,45,21,87,35,48.1,10,15,10,13,27,14,17,1,16,7,42,14,1,Matches,1025,989,33,4,1,8,79,14,1,0,0,0,752,3,44,4,0,0,21,14,10,79,7,30,0,0,0,52,33,47,41.3
Yoshinori Mutō,jp JPN,FW,Mainz 05,25,1992,21.2,255,348,73.3,3394,501,144,186,77.4,82,104,78.8,6,9,66.7,2,2.7,1.6,-0.7,18,9,6,1,26,21,35.7,6,8,7,5,14,9,16,0,16,6,27,12,0,Matches,348,297,50,0,1,0,10,2,0,0,0,0,255,1,14,2,0,0,36,43,16,10,6,15,2,0,0,47,32,62,34.0
Yvon Mvogo,ch SUI,GK,RB Leipzig,23,1994,1.0,35,42,83.3,1075,776,8,8,100.0,12,12,100.0,15,22,68.2,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,Matches,42,33,9,2,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Naldo,br BRA,DF,Schalke 04,34,1982,34.0,1453,1705,85.2,31771,10960,337,386,87.3,878,969,90.6,232,325,71.4,2,2.5,0.5,-0.5,14,50,8,0,73,51,67.4,38,12,1,31,46,15,39,21,18,55,106,200,1,Matches,1705,1625,71,71,0,7,0,0,0,0,0,0,1453,9,2,5,0,0,34,18,1,0,55,36,0,2,0,180,159,40,79.9
Nikolas Nartey,dk DEN,MF,Köln,17,2000,0.1,5,5,100.0,65,3,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matija Nastasić,rs SRB,DF,Schalke 04,24,1993,22.1,997,1176,84.8,20743,8052,249,276,90.2,612,667,91.8,130,217,59.9,0,0.2,0.2,-0.2,3,56,1,1,62,48,75.7,37,10,1,28,37,9,40,22,18,36,84,85,0,Matches,1176,1120,52,46,0,8,1,6,0,0,0,0,997,4,10,6,1,1,36,6,1,1,36,38,0,1,0,101,43,27,61.4
Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3.0,82,95,86.3,2391,1500,7,7,100.0,39,40,97.5,36,48,75.0,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,95,75,20,3,0,2,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
Florian Niederlechner,de GER,"FW,MF",Freiburg,26,1990,7.7,98,132,74.2,1553,379,44,58,75.9,38,48,79.2,8,13,61.5,0,0.6,0.3,-0.6,7,4,7,0,15,8,40.0,1,5,2,2,5,3,5,1,4,3,11,6,0,Matches,132,124,8,0,0,1,3,0,0,0,0,0,98,0,5,1,0,0,16,21,9,3,3,6,1,0,0,24,10,24,29.4
Håvard Nordtveit,no NOR,DF,Hoffenheim,27,1990,10.8,499,577,86.5,10185,4001,164,177,92.7,260,275,94.5,69,113,61.1,0,0.0,0.3,0.0,1,52,3,0,61,19,72.2,10,9,0,13,18,5,19,8,11,10,29,50,0,Matches,577,553,24,19,0,11,0,5,0,0,0,0,499,0,6,0,0,0,10,7,0,0,10,16,0,0,0,35,13,5,72.2
Paul-Georges Ntep,cm CMR,"FW,MF",Wolfsburg,25,1992,1.8,47,73,64.4,690,148,27,37,73.0,12,16,75.0,4,9,44.4,0,0.4,0.3,-0.4,2,5,3,1,3,2,0.0,0,0,2,0,1,1,3,1,2,1,3,0,0,Matches,73,73,0,0,0,1,8,0,0,0,0,0,47,0,6,2,1,1,7,5,1,8,1,2,0,0,0,10,0,4,0.0
Alexander Nübel,de GER,GK,Schalke 04,20,1996,0.5,14,22,63.6,515,361,0,0,,5,5,100.0,9,17,52.9,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,22,13,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Philipp Ochs,de GER,"FW,DF",Hoffenheim,20,1997,0.8,14,22,63.6,215,46,5,9,55.6,6,9,66.7,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1,5,50.0,1,3,1,1,2,1,0,0,0,1,6,0,0,Matches,22,22,0,0,0,0,3,0,0,0,0,0,14,0,1,0,0,0,0,0,1,3,1,4,0,0,0,4,1,1,50.0
Bastian Oczipka,de GER,"DF,MF",Schalke 04,28,1989,25.8,1023,1418,72.1,18155,7424,454,516,88.0,450,596,75.5,108,237,45.6,2,4.5,4.9,-2.5,57,87,28,14,135,60,78.4,29,26,5,29,37,8,41,2,39,40,100,40,1,Matches,1418,1037,371,72,1,3,164,240,59,5,49,4,1023,10,64,2,0,0,20,52,2,164,40,48,0,1,0,127,13,25,34.2
Ebenezer Ofori,gh GHA,MF,Stuttgart,22,1995,0.1,6,8,75.0,131,18,3,3,100.0,1,2,50.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
Kwasi Okyere Wriedt,gh GHA,MF,Bayern Munich,23,1994,0.3,3,6,50.0,41,7,2,2,100.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,2,,1,1,0,0,0,0,0,0,0,0,2,0,0,Matches,6,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0.0
Paweł Olkowski,pl POL,DF,Köln,27,1990,5.0,71,149,47.7,1410,756,30,44,68.2,30,60,50.0,10,36,27.8,0,0.0,0.1,0.0,0,11,0,0,8,17,55.6,9,8,0,5,9,4,11,2,9,3,20,17,0,Matches,149,117,31,0,0,0,15,31,0,0,0,0,71,1,8,1,0,0,9,4,0,15,3,12,0,1,0,22,2,8,20.0
Karim Onisiwo,at AUT,"DF,FW",Mainz 05,25,1992,2.8,55,88,62.5,706,271,34,40,85.0,17,30,56.7,1,5,20.0,0,0.6,0.6,-0.6,3,3,1,0,6,7,42.9,5,1,1,3,7,4,4,0,4,1,8,8,0,Matches,88,72,15,0,0,0,2,15,0,0,0,0,55,1,7,0,0,0,9,10,1,2,1,5,0,0,0,12,6,6,50.0
Daniel Opare,gh GHA,DF,Augsburg,26,1990,15.7,365,601,60.7,7140,3448,123,153,80.4,168,259,64.9,62,147,42.2,0,0.6,0.9,-0.6,6,36,14,7,54,31,77.8,20,10,1,21,27,6,14,5,9,28,59,56,0,Matches,601,448,152,5,0,4,59,147,0,0,0,0,365,1,26,6,0,0,20,22,0,59,28,27,0,0,0,92,23,20,53.5
Willi Orban,hu HUN,DF,RB Leipzig,24,1992,23.6,1143,1375,83.1,21677,9111,408,455,89.7,602,691,87.1,117,203,57.6,0,1.4,1.5,-1.4,7,72,0,0,97,49,67.4,35,14,0,29,43,14,45,18,27,28,77,155,1,Matches,1375,1298,75,69,0,5,3,6,0,0,0,0,1143,2,6,5,1,0,27,31,4,3,28,30,0,0,0,91,110,64,63.2
Divock Origi,be BEL,FW,Wolfsburg,22,1995,21.9,316,424,74.5,4329,626,192,231,83.1,90,124,72.6,13,20,65.0,2,1.1,1.9,+0.9,11,21,5,1,24,6,14.3,2,3,1,1,7,6,16,2,14,3,9,17,0,Matches,424,395,26,2,0,3,13,2,0,0,0,0,316,3,17,2,0,0,32,40,16,13,3,5,0,0,0,46,45,63,41.7
Yuya Osako,jp JPN,"FW,MF",Köln,27,1990,21.1,449,640,70.2,6924,1908,237,304,78.0,152,209,72.7,35,62,56.5,2,2.1,2.3,-0.1,24,63,22,5,93,13,22.2,4,9,0,4,18,14,13,2,11,8,21,22,0,Matches,640,620,11,2,0,4,25,4,0,0,0,0,449,9,26,3,1,1,24,39,6,25,8,10,0,0,0,71,35,51,40.7
Victor Osimhen,ng NGA,"FW,MF",Wolfsburg,18,1998,3.2,57,89,64.0,827,134,36,48,75.0,14,29,48.3,5,7,71.4,0,0.2,0.1,-0.2,1,5,0,0,5,4,40.0,3,1,0,2,5,3,2,1,1,2,6,7,0,Matches,89,86,3,0,0,0,5,0,0,0,0,0,57,0,4,0,0,0,9,8,2,5,2,4,0,0,0,8,20,31,39.2
Matthias Ostrzolek,de GER,"DF,MF",Hannover 96,27,1990,26.4,875,1254,69.8,15514,8069,389,467,83.3,374,507,73.8,98,198,49.5,1,1.7,2.7,-0.7,22,79,33,20,111,68,66.7,43,20,5,38,57,19,39,10,29,30,98,58,1,Matches,1254,955,293,9,0,4,80,284,0,0,0,0,875,6,63,5,0,0,30,35,1,80,30,53,1,0,0,113,20,26,43.5
